order-no,order-status,shipping-status,rma-number,rma-status,return-date,refund-amount,stripe-charge-id,paypal-transaction-id
AG-US-00868159,RETURN,SHIPPED,200551,Refunded,7/19/2019 10:08 AM,480.66,ch_1EqjjlJbAfK4zMcblvNcUsG4,
AG-US-00864071,RETURN,SHIPPED,200456,Refunded,7/19/2019 10:01 AM,480,ch_1EljcYJbAfK4zMcbQpDlDvFA,
AG-US-00867920,RETURN,SHIPPED,200540,Refunded,7/19/2019 10:07 AM,432,ch_1Eq9j0JbAfK4zMcbBsNdQ0TN,
AG-US-00868027,RETURN,SHIPPED,200549,Refunded,7/19/2019 10:08 AM,432,ch_1EqU8sJbAfK4zMcbuOSRKU5b,
AG-US-00852874,RETURN,SHIPPED,200415,Refunded,7/19/2019 9:59 AM,310.27,ch_1EbbBiJbAfK4zMcbBldl5kJN,
AG-US-00860336,RETURN,SHIPPED,200430,Refunded,7/19/2019 10:00 AM,303.8,ch_1Ehr9AJbAfK4zMcbBOHy7GNH,
AG-US-00865810,RETURN,SHIPPED,200493,Refunded,7/19/2019 10:04 AM,300.9,,
AG-US-00865805,RETURN,SHIPPED,200492,Refunded,7/19/2019 10:04 AM,271.16,ch_1EnHexJbAfK4zMcbbZXvQD5Z,
AG-US-00852158,RETURN,SHIPPED,200413,Refunded,7/19/2019 9:58 AM,255.47,,
AG-US-00866191,RETURN,SHIPPED,200496,Refunded,7/19/2019 10:04 AM,239.7,ch_1Ent49JbAfK4zMcbz1lPYstq,
AG-US-00864898,RETURN,SHIPPED,200471,Refunded,7/19/2019 10:02 AM,234.6,ch_1EmMs9JbAfK4zMcbgDvGsD3G,
AG-US-00867952,RETURN,SHIPPED,200544,Refunded,7/19/2019 10:08 AM,226,,
AG-US-00824831,RETURN,SHIPPED,200404,Refunded,7/19/2019 9:58 AM,218.41,,
AG-US-00864204,RETURN,SHIPPED,200459,Refunded,7/19/2019 10:02 AM,218,ch_1ElmbJJbAfK4zMcbryFHxwRM,
AG-US-00860952,RETURN,SHIPPED,200435,Refunded,7/19/2019 10:00 AM,217.6,ch_1EiXUCJbAfK4zMcbFUJIUSJL,
AG-US-00866625,RETURN,SHIPPED,200508,Refunded,7/19/2019 10:05 AM,216,,
AG-US-00837199,RETURN,SHIPPED,200402,Refunded,7/19/2019 9:58 AM,204,ch_1ENl2fJbAfK4zMcbLRzk9gP0,
