order-no,order-status,shipping-status,rma-number,rma-status,return-date,refund-amount,stripe-charge-id,paypal-transaction-id
AG-US-00864966,RETURN,SHIPPED,200472,Refunded,7/19/2019 10:03 AM,201.81,ch_1EmTmdJbAfK4zMcbUqW1pHLL,
AG-US-00866286,RETURN,SHIPPED,200501,Refunded,7/19/2019 10:05 AM,201.81,,
AG-US-00825286,RETURN,SHIPPED,200405,Refunded,7/19/2019 9:58 AM,200.6,,
AG-US-00864191,RETURN,SHIPPED,200461,Refunded,7/19/2019 10:02 AM,199.64,ch_1EloBxJbAfK4zMcbOpV50Zof,
AG-US-00862450,RETURN,SHIPPED,200442,Refunded,7/19/2019 10:01 AM,191.84,ch_1EjveXJbAfK4zMcbpIjeQMEg,
AG-US-00860706,RETURN,SHIPPED,200432,Refunded,7/19/2019 10:00 AM,190.96,ch_1EiDTdJbAfK4zMcbpjkjneCM,
AG-US-00867458,RETURN,SHIPPED,200526,Refunded,7/19/2019 10:06 AM,186,ch_1Epai6JbAfK4zMcbNetprzbX,
AG-US-00863533,RETURN,SHIPPED,200451,Refunded,7/19/2019 10:01 AM,185.33,ch_1ElFI4JbAfK4zMcbC1T5Lr3H,
AG-US-00867850,RETURN,SHIPPED,200541,Refunded,7/19/2019 10:07 AM,184.03,ch_1EqAnOJbAfK4zMcb1tzWVVUQ,
AG-US-00867861,RETURN,SHIPPED,200542,Refunded,7/19/2019 10:07 AM,182,ch_1EqDXUJbAfK4zMcbO0ZfQl5z,
AG-US-00865657,RETURN,SHIPPED,200486,Refunded,7/19/2019 10:04 AM,176,ch_1En97TJbAfK4zMcbP1Fyv2CN,
AG-US-00867075,RETURN,SHIPPED,200520,Refunded,7/19/2019 10:06 AM,171.21,,
AG-US-00861708,RETURN,SHIPPED,200439,Refunded,7/19/2019 10:00 AM,169.26,ch_1EjHYfJbAfK4zMcbdHJSqSM7,
AG-US-00867685,RETURN,SHIPPED,200534,Refunded,7/19/2019 10:07 AM,162,,
AG-US-00865037,RETURN,SHIPPED,200473,Refunded,7/19/2019 10:03 AM,161.69,,
AG-US-00867214,RETURN,SHIPPED,200523,Refunded,7/19/2019 10:06 AM,156,ch_1EpEnZJbAfK4zMcbIsfaS3TS,
AG-US-00857644,RETURN,SHIPPED,200421,Refunded,7/19/2019 9:59 AM,150.08,ch_1EfWF7JbAfK4zMcbuup73U6K,
AG-US-00868555,RETURN,SHIPPED,200556,Refunded,7/19/2019 10:08 AM,147.32,,
AG-US-00867885,RETURN,SHIPPED,200547,Refunded,7/19/2019 10:08 AM,146,ch_1EqMbEJbAfK4zMcbixFjlQM9,
AG-US-00867650,RETURN,SHIPPED,200532,Refunded,7/19/2019 10:07 AM,145.86,ch_1EpwQ4JbAfK4zMcbEmEcETtA,
AG-US-00864189,RETURN,SHIPPED,200460,Refunded,7/19/2019 10:02 AM,136,,
AG-US-00868331,RETURN,SHIPPED,200553,Refunded,7/19/2019 10:08 AM,136,,
AG-US-00856826,RETURN,SHIPPED,200420,Refunded,7/19/2019 9:59 AM,128,ch_1Een9mJbAfK4zMcbRoOLo5uN,
AG-US-00847545,RETURN,SHIPPED,200449,Refunded,7/19/2019 10:01 AM,127.44,,
AG-US-00850271,RETURN,SHIPPED,200478,Refunded,7/19/2019 10:03 AM,126.85,ch_1EZingJbAfK4zMcb8qsPdCJ2,
AG-US-00863048,RETURN,SHIPPED,200447,Refunded,7/19/2019 10:01 AM,125.98,ch_1EkZhtJbAfK4zMcbDPSuo5T2,
AG-US-00831402,RETURN,SHIPPED,200406,Refunded,7/19/2019 9:58 AM,125.97,,
AG-US-00861190,RETURN,SHIPPED,200437,Refunded,7/19/2019 10:00 AM,119.14,ch_1EisZaJbAfK4zMcbD6n7no1l,
AG-US-00831349,RETURN,SHIPPED,200407,Refunded,7/19/2019 9:58 AM,118,ch_1EIxyPJbAfK4zMcbEldTMB3A,
AG-US-00847111,RETURN,SHIPPED,200409,Refunded,7/19/2019 9:58 AM,118,,
AG-US-00851445,RETURN,SHIPPED,200411,Refunded,7/19/2019 9:58 AM,118,ch_1EaT4PJbAfK4zMcboC7GEJEO,
AG-US-00853543,RETURN,SHIPPED,200416,Refunded,7/19/2019 9:59 AM,118,,
AG-US-00833001,RETURN,SHIPPED,200476,Refunded,7/19/2019 10:03 AM,118,ch_1EKCXfJbAfK4zMcbi1gLWZki,
AG-US-00849272,RETURN,SHIPPED,200477,Refunded,7/19/2019 10:03 AM,118,ch_1EYZzmJbAfK4zMcb8Ig1Q64s,
AG-US-00849272,RETURN,SHIPPED,200512,Refunded,7/19/2019 10:05 AM,118,ch_1EYZzmJbAfK4zMcb8Ig1Q64s,
AG-US-00842298,RETURN,SHIPPED,200403,Refunded,7/19/2019 9:58 AM,117.99,ch_1EST6nJbAfK4zMcbvp0b7MjE,
AG-US-00866921,RETURN,SHIPPED,200511,Refunded,7/19/2019 10:05 AM,117.3,ch_1Eohg2JbAfK4zMcbKsl1POlS,
AG-US-00867128,RETURN,SHIPPED,200516,Refunded,7/19/2019 10:05 AM,117.3,ch_1EoxINJbAfK4zMcbzQhfuRuS,
AG-US-00866467,RETURN,SHIPPED,200503,Refunded,7/19/2019 10:05 AM,117.18,ch_1EoGW6JbAfK4zMcbw4kyukn6,
AG-US-00862652,RETURN,SHIPPED,200445,Refunded,7/19/2019 10:01 AM,116.8,,
AG-US-00866586,RETURN,SHIPPED,200505,Refunded,7/19/2019 10:05 AM,116.37,,
AG-US-00805192,RETURN,SHIPPED,200522,Refunded,7/19/2019 10:06 AM,116.37,ch_1DzHbMJbAfK4zMcbMFuwk2FF,
AG-US-00855653,RETURN,SHIPPED,200418,Refunded,7/19/2019 9:59 AM,114,ch_1EdktDJbAfK4zMcba7ZXgYHj,
AG-US-00862511,RETURN,SHIPPED,200444,Refunded,7/19/2019 10:01 AM,113.88,ch_1Ek3TfJbAfK4zMcbOps7r5Cb,
AG-US-00866582,RETURN,SHIPPED,200504,Refunded,7/19/2019 10:05 AM,112,ch_1EoO1YJbAfK4zMcbPHE3iBek,
AG-US-00866498,RETURN,SHIPPED,200502,Refunded,7/19/2019 10:05 AM,110.43,ch_1EoC48JbAfK4zMcbDOtZkvSI,
AG-US-00865455,RETURN,SHIPPED,200481,Refunded,7/19/2019 10:03 AM,109.5,ch_1Emw8hJbAfK4zMcbbBj7WltM,
AG-US-00779239,RETURN,SHIPPED,200400,Refunded,7/19/2019 9:58 AM,108,ch_1Dhq1PJbAfK4zMcb1t6d5PoY,
AG-US-00850431,RETURN,SHIPPED,200410,Refunded,7/19/2019 9:58 AM,108,ch_1EZn7kJbAfK4zMcboZ3kqj8y,
AG-US-00855358,RETURN,SHIPPED,200417,Refunded,7/19/2019 9:59 AM,108,ch_1EdTu3JbAfK4zMcbV3HsdN9c,
AG-US-00866066,RETURN,SHIPPED,200495,Refunded,7/19/2019 10:04 AM,108,ch_1EnoMIJbAfK4zMcb5SMyx7TY,
AG-US-00866689,RETURN,SHIPPED,200510,Refunded,7/19/2019 10:05 AM,108,ch_1EocXlJbAfK4zMcbIoOaEw1l,
AG-US-00867168,RETURN,SHIPPED,200519,Refunded,7/19/2019 10:06 AM,108,,
AG-US-00796922,RETURN,SHIPPED,200529,Refunded,7/19/2019 10:06 AM,108,ch_1Dub1mJbAfK4zMcbdZuswQ6y,
AG-US-00867907,RETURN,SHIPPED,200537,Refunded,7/19/2019 10:07 AM,108,ch_1Eq6epJbAfK4zMcbOUqM1AZe,
AG-US-00868068,RETURN,SHIPPED,200550,Refunded,7/19/2019 10:08 AM,108,ch_1EqiTFJbAfK4zMcb1mxRAl4j,
AG-US-00859350,RETURN,SHIPPED,200426,Refunded,7/19/2019 9:59 AM,107.25,ch_1Eh4VjJbAfK4zMcbNQVV60Q0,
AG-US-00867903,RETURN,SHIPPED,200536,Refunded,7/19/2019 10:07 AM,105.4,ch_1Eq5zRJbAfK4zMcbNTU7El0m,
AG-US-00852423,RETURN,SHIPPED,200414,Refunded,7/19/2019 9:59 AM,100.3,,
AG-US-00845403,RETURN,SHIPPED,200431,Refunded,7/19/2019 10:00 AM,100.3,ch_1EUdHCJbAfK4zMcbltWmtwIF,
AG-US-00850404,RETURN,SHIPPED,200479,Refunded,7/19/2019 10:03 AM,100.3,ch_1EZlXaJbAfK4zMcbkx22KRDT,
AG-US-00864309,RETURN,SHIPPED,200462,Refunded,7/19/2019 10:02 AM,100.29,ch_1ElqNNJbAfK4zMcbEcM8PDMr,
AG-US-00865636,RETURN,SHIPPED,200484,Refunded,7/19/2019 10:03 AM,98,ch_1En61hJbAfK4zMcbCOs7o2tZ,
AG-US-00858812,RETURN,SHIPPED,200424,Refunded,7/19/2019 9:59 AM,94.82,ch_1EgdKHJbAfK4zMcb8B1JI67e,
AG-US-00851596,RETURN,SHIPPED,200412,Refunded,7/19/2019 9:58 AM,94.4,,
AG-US-00860096,RETURN,SHIPPED,200429,Refunded,7/19/2019 10:00 AM,91.8,,
AG-US-00865523,RETURN,SHIPPED,200482,Refunded,7/19/2019 10:03 AM,91.8,,
AG-US-00866055,RETURN,SHIPPED,200494,Refunded,7/19/2019 10:04 AM,91.8,ch_1Enn9sJbAfK4zMcbfZhwmdT4,
AG-US-00859881,RETURN,SHIPPED,200428,Refunded,7/19/2019 9:59 AM,88,ch_1Ehaq3JbAfK4zMcb9xIY4hXX,
AG-US-00864679,RETURN,SHIPPED,200468,Refunded,7/19/2019 10:02 AM,88,ch_1EmMGcJbAfK4zMcbU8yeN9PM,
AG-US-00867524,RETURN,SHIPPED,200525,Refunded,7/19/2019 10:06 AM,88,ch_1EpRNVJbAfK4zMcbtggzht9c,
AG-US-00867831,RETURN,SHIPPED,200538,Refunded,7/19/2019 10:07 AM,88,,
AG-US-00866587,RETURN,SHIPPED,200506,Refunded,7/19/2019 10:05 AM,85.41,ch_1EoOYDJbAfK4zMcbQbNBQD18,
AG-US-00866698,RETURN,SHIPPED,200507,Refunded,7/19/2019 10:05 AM,84,ch_1EoVNuJbAfK4zMcbL1flIDx4,
AG-US-00855790,RETURN,SHIPPED,200419,Refunded,7/19/2019 9:59 AM,81.16,ch_1EdzecJbAfK4zMcbm4Sc5PCq,
AG-US-00866206,RETURN,SHIPPED,200498,Refunded,7/19/2019 10:04 AM,80.22,ch_1EnuxqJbAfK4zMcbjTKFTcC3,
AG-US-00864094,RETURN,SHIPPED,200455,Refunded,7/19/2019 10:01 AM,78,ch_1Ele4KJbAfK4zMcbnVhmHtbk,
AG-US-00865475,RETURN,SHIPPED,200483,Refunded,7/19/2019 10:03 AM,78,,
AG-US-00865769,RETURN,SHIPPED,200489,Refunded,7/19/2019 10:04 AM,78,,
AG-US-00866204,RETURN,SHIPPED,200497,Refunded,7/19/2019 10:04 AM,78,ch_1EnuXiJbAfK4zMcbDANRw5Nh,
AG-US-00867383,RETURN,SHIPPED,200524,Refunded,7/19/2019 10:06 AM,78,ch_1EpLLtJbAfK4zMcbbZ2W0Qrv,
AG-US-00867867,RETURN,SHIPPED,200543,Refunded,7/19/2019 10:08 AM,78,,
AG-US-00868372,RETURN,SHIPPED,200554,Refunded,7/19/2019 10:08 AM,78,,
AG-US-00864264,RETURN,SHIPPED,200464,Refunded,7/19/2019 10:02 AM,76.58,ch_1ElyKDJbAfK4zMcbDlZM0Yi5,
AG-US-00867148,RETURN,SHIPPED,200518,Refunded,7/19/2019 10:06 AM,75.56,ch_1EozwlJbAfK4zMcbKYbGUEW9,
AG-US-00866381,RETURN,SHIPPED,200500,Refunded,7/19/2019 10:05 AM,74.8,,
AG-US-00867694,RETURN,SHIPPED,200530,Refunded,7/19/2019 10:06 AM,73.78,ch_1EpjXIJbAfK4zMcblYtNd4uQ,
AG-US-00862247,RETURN,SHIPPED,200441,Refunded,7/19/2019 10:00 AM,73.61,,
AG-US-00866957,RETURN,SHIPPED,200513,Refunded,7/19/2019 10:05 AM,73.27,,
AG-US-00867043,RETURN,SHIPPED,200517,Refunded,7/19/2019 10:06 AM,72.93,,
AG-US-00850438,RETURN,SHIPPED,200527,Refunded,7/19/2019 10:06 AM,72.68,ch_1EZnPNJbAfK4zMcbTzQMEJpC,
AG-US-00862753,RETURN,SHIPPED,200446,Refunded,7/19/2019 10:01 AM,71.44,ch_1EkJlJJbAfK4zMcbaUZp7vAd,
AG-US-00864578,RETURN,SHIPPED,200466,Refunded,7/19/2019 10:02 AM,69,,
AG-US-00863209,RETURN,SHIPPED,200448,Refunded,7/19/2019 10:01 AM,68,,
AG-US-00863635,RETURN,SHIPPED,200453,Refunded,7/19/2019 10:01 AM,68,,
AG-US-00864261,RETURN,SHIPPED,200463,Refunded,7/19/2019 10:02 AM,68,,
AG-US-00864830,RETURN,SHIPPED,200470,Refunded,7/19/2019 10:02 AM,68,,
AG-US-00864972,RETURN,SHIPPED,200474,Refunded,7/19/2019 10:03 AM,68,ch_1EmUyTJbAfK4zMcbDnZX4AQA,
AG-US-00865732,RETURN,SHIPPED,200487,Refunded,7/19/2019 10:04 AM,68,ch_1En9vJJbAfK4zMcb7iiEZ45p,
AG-US-00865749,RETURN,SHIPPED,200488,Refunded,7/19/2019 10:04 AM,68,ch_1EnBHYJbAfK4zMcbcmhvolPv,
AG-US-00865791,RETURN,SHIPPED,200491,Refunded,7/19/2019 10:04 AM,68,ch_1EnHLmJbAfK4zMcb4rosXKoJ,
AG-US-00867111,RETURN,SHIPPED,200515,Refunded,7/19/2019 10:05 AM,68,,
AG-US-00867596,RETURN,SHIPPED,200528,Refunded,7/19/2019 10:06 AM,68,ch_1EpgEkJbAfK4zMcbimezLDG4,
AG-US-00867673,RETURN,SHIPPED,200533,Refunded,7/19/2019 10:07 AM,68,ch_1Epz9jJbAfK4zMcbItUl4A9j,
AG-US-00867899,RETURN,SHIPPED,200535,Refunded,7/19/2019 10:07 AM,68,ch_1Eq5i1JbAfK4zMcbuERz03QG,
AG-US-00867836,RETURN,SHIPPED,200539,Refunded,7/19/2019 10:07 AM,68,,
AG-US-00867957,RETURN,SHIPPED,200545,Refunded,7/19/2019 10:08 AM,68,ch_1EqJaBJbAfK4zMcbmuyqrqoU,
AG-US-00868213,RETURN,SHIPPED,200552,Refunded,7/19/2019 10:08 AM,68,,
AG-US-00858949,RETURN,SHIPPED,200425,Refunded,7/19/2019 9:59 AM,66.3,,
AG-US-00861099,RETURN,SHIPPED,200436,Refunded,7/19/2019 10:00 AM,66.3,,
AG-US-00864676,RETURN,SHIPPED,200469,Refunded,7/19/2019 10:02 AM,66.3,ch_1EmMArJbAfK4zMcbA0PvTaCx,
AG-US-00865656,RETURN,SHIPPED,200485,Refunded,7/19/2019 10:04 AM,66.3,ch_1En8dFJbAfK4zMcbkMXkvX3S,
AG-US-00867877,RETURN,SHIPPED,200546,Refunded,7/19/2019 10:08 AM,66.3,ch_1EqLY6JbAfK4zMcbOskCSTbV,
AG-US-00867977,RETURN,SHIPPED,200548,Refunded,7/19/2019 10:08 AM,66.3,ch_1EqNxnJbAfK4zMcbC3Yt8Drs,
AG-US-00863830,RETURN,SHIPPED,200454,Refunded,7/19/2019 10:01 AM,63.95,,
AG-US-00866979,RETURN,SHIPPED,200514,Refunded,7/19/2019 10:05 AM,62.28,,
AG-US-00864651,RETURN,SHIPPED,200467,Refunded,7/19/2019 10:02 AM,59.1,ch_1EmKwtJbAfK4zMcbf1QLPDeJ,
AG-US-00862361,RETURN,SHIPPED,200443,Refunded,7/19/2019 10:01 AM,57.8,,
AG-US-00863419,RETURN,SHIPPED,200450,Refunded,7/19/2019 10:01 AM,57.8,,
AG-US-00864583,RETURN,SHIPPED,200465,Refunded,7/19/2019 10:02 AM,56,,
AG-US-00867626,RETURN,SHIPPED,200531,Refunded,7/19/2019 10:07 AM,56,ch_1EpnNOJbAfK4zMcbaoU547q9,
AG-US-00843011,RETURN,SHIPPED,200408,Refunded,7/19/2019 9:58 AM,54,ch_1ET8PiJbAfK4zMcbNgM6058a,
AG-US-00858239,RETURN,SHIPPED,200423,Refunded,7/19/2019 9:59 AM,54,ch_1Eg33QJbAfK4zMcbkGg5WFHa,
AG-US-00859947,RETURN,SHIPPED,200427,Refunded,7/19/2019 9:59 AM,54,ch_1Eha4JJbAfK4zMcbs0UQACby,
AG-US-00860754,RETURN,SHIPPED,200433,Refunded,7/19/2019 10:00 AM,54,,
AG-US-00864092,RETURN,SHIPPED,200458,Refunded,7/19/2019 10:01 AM,54,ch_1Ell8CJbAfK4zMcbeKlCY3GL,
AG-US-00858125,RETURN,SHIPPED,200422,Refunded,7/19/2019 9:59 AM,52.8,ch_1EfztDJbAfK4zMcbHZqCaWSl,
AG-US-00861818,RETURN,SHIPPED,200440,Refunded,7/19/2019 10:00 AM,49.3,ch_1EjTsaJbAfK4zMcbTHubYxDl,
AG-US-00866304,RETURN,SHIPPED,200499,Refunded,7/19/2019 10:05 AM,49,ch_1Enuz5JbAfK4zMcb2Y9oiM5d,
AG-US-00860768,RETURN,SHIPPED,200434,Refunded,7/19/2019 10:00 AM,46,ch_1EiPPSJbAfK4zMcbmlq5oGrj,
AG-US-00865323,RETURN,SHIPPED,200475,Refunded,7/19/2019 10:03 AM,41.14,ch_1Emjk3JbAfK4zMcbXWQVj85n,
AG-US-00863543,RETURN,SHIPPED,200452,Refunded,7/19/2019 10:01 AM,40,ch_1ElG7oJbAfK4zMcbyagPckd9,
AG-US-00867085,RETURN,SHIPPED,200521,Refunded,7/19/2019 10:06 AM,38.4,ch_1Ep4JnJbAfK4zMcbKgREXNgZ,
AG-US-00865419,RETURN,SHIPPED,200480,Refunded,7/19/2019 10:03 AM,33.33,ch_1EmrW7JbAfK4zMcbqRwHUlWf,
AG-US-00864091,RETURN,SHIPPED,200457,Refunded,7/19/2019 10:01 AM,32.3,ch_1ElkyhJbAfK4zMcbpYYNo33X,
AG-US-00865779,RETURN,SHIPPED,200490,Refunded,7/19/2019 10:04 AM,32.3,ch_1EnGcSJbAfK4zMcb3chZk2OB,
AG-US-00866750,RETURN,SHIPPED,200509,Refunded,7/19/2019 10:05 AM,28,ch_1EoaUbJbAfK4zMcbRyFevjev,
AG-US-00861445,RETURN,SHIPPED,200438,Refunded,7/19/2019 10:00 AM,23,,
AG-US-00822965,RETURN,SHIPPED,200401,Refunded,7/19/2019 9:58 AM,21.55,ch_1ECoeKJbAfK4zMcbFO4LaIJa,
AG-US-00774315,RETURN,SHIPPED,200558,Refunded,7/19/2019 1:47 PM,117.99,ch_1DgjoGJbAfK4zMcboD5GZU3m,
AG-US-00865370,RETURN,SHIPPED,200559,Pending Receipt,7/19/2019 1:52 PM,58,ch_1EmorVJbAfK4zMcbYi61bnH1,
