order-no,order-status,shipping-status,rma-number,rma-status,return-date,refund-amount,stripe-charge-id,paypal-transaction-id
AG-US-00824925,RETURN,SHIPPED,201858,Refunded,8/5/2019 9:19 am,128.47,,7TU65965750565349
AG-US-00855694,RETURN,SHIPPED,201859,Refunded,8/5/2019 9:19 am,236,ch_1EdjTEJbAfK4zMcbossTOxnY,
AG-US-00856317,RETURN,SHIPPED,201861,Refunded,8/5/2019 9:19 am,236,ch_1EeQXQJbAfK4zMcb8QMk3oWy,
AG-US-00867332,RETURN,SHIPPED,201879,Refunded,8/5/2019 9:20 am,190,ch_1EpGFvJbAfK4zMcb0qdVHFsk,
AG-US-00857597,RETURN,SHIPPED,201864,Refunded,8/5/2019 9:19 am,160.4,ch_1EfThYJbAfK4zMcb5kbY0DB0,
AG-US-00866692,RETURN,SHIPPED,201876,Refunded,8/5/2019 9:20 am,158.1,,05X34671XT582654M
AG-US-00858210,RETURN,SHIPPED,201865,Refunded,8/5/2019 9:19 am,128.92,ch_1EfzbpJbAfK4zMcb3sEgINXj,
AG-US-00829097,RETURN,SHIPPED,201851,Refunded,8/5/2019 9:18 am,128.47,ch_1EHB7ZJbAfK4zMcbxm6ttC3w,
AG-US-00858730,RETURN,SHIPPED,201867,Refunded,8/5/2019 9:20 am,128.47,ch_1EgdSsJbAfK4zMcbLLZyuqyf,
AG-US-00860434,RETURN,SHIPPED,201917,Refunded,8/5/2019 9:23 am,128.03,,8B111401ML083274Y
AG-US-00860434,RETURN,SHIPPED,201930,Refunded,8/5/2019 9:24 am,128.03,,8B111401ML083274Y
AG-US-00867622,RETURN,SHIPPED,201881,Refunded,8/5/2019 9:21 am,128,ch_1EpmfhJbAfK4zMcbYzwy3WxO,
AG-US-00861227,RETURN,SHIPPED,201870,Refunded,8/5/2019 9:20 am,124.1,,2CK42939LT741513N
AG-US-00826058,RETURN,SHIPPED,201850,Refunded,8/5/2019 9:18 am,118,ch_1EEmNRJbAfK4zMcbBhUZVQED,
AG-US-00852971,RETURN,SHIPPED,201854,Refunded,8/5/2019 9:19 am,118,ch_1EbebTJbAfK4zMcbZLmKizK9,
AG-US-00856328,RETURN,SHIPPED,201862,Refunded,8/5/2019 9:19 am,118,ch_1EeRMqJbAfK4zMcb5j349QcA,
AG-US-00857029,RETURN,SHIPPED,201863,Refunded,8/5/2019 9:19 am,118,ch_1EevWwJbAfK4zMcbJuZghi5z,
AG-US-00840591,RETURN,SHIPPED,201869,Refunded,8/5/2019 9:20 am,118,ch_1EQlnXJbAfK4zMcbcUCo67zu,
AG-US-00852421,RETURN,SHIPPED,201878,Refunded,8/5/2019 9:20 am,118,,4UY408184W922810G
AG-US-00857316,RETURN,SHIPPED,201910,Refunded,8/5/2019 9:23 am,118,,2X278293RF6703414
AG-US-00857347,RETURN,SHIPPED,201911,Refunded,8/5/2019 9:23 am,118,ch_1EfLITJbAfK4zMcb2FT9kl9A,
AG-US-00859483,RETURN,SHIPPED,201912,Refunded,8/5/2019 9:23 am,118,ch_1EhGhDJbAfK4zMcbSQWSEQuv,
AG-US-00794570,RETURN,SHIPPED,201890,Refunded,8/5/2019 9:21 am,116.51,,3XP30852FH9242909
AG-US-00862065,RETURN,SHIPPED,201872,Refunded,8/5/2019 9:20 am,116,ch_1Ejd44JbAfK4zMcbQM8CC1W6,
AG-US-00861392,RETURN,SHIPPED,201871,Refunded,8/5/2019 9:20 am,115.6,ch_1Ej6gZJbAfK4zMcbw7chTk24,
AG-US-00865654,RETURN,SHIPPED,201873,Refunded,8/5/2019 9:20 am,115.6,,50W48860CX932692U
AG-US-00855175,RETURN,SHIPPED,201856,Refunded,8/5/2019 9:19 am,109.58,ch_1EdKRgJbAfK4zMcbvtMZezFo,
AG-US-00853314,RETURN,SHIPPED,201906,Refunded,8/5/2019 9:23 am,109.08,ch_1EbsjOJbAfK4zMcbg99opITa,
AG-US-00850105,RETURN,SHIPPED,201852,Refunded,8/5/2019 9:19 am,108,ch_1EZQR0JbAfK4zMcbH0zY1cnz,
AG-US-00866855,RETURN,SHIPPED,201877,Refunded,8/5/2019 9:20 am,108,ch_1Eol6UJbAfK4zMcbYF1Qtd7w,
AG-US-00824331,RETURN,SHIPPED,201849,Refunded,8/5/2019 9:18 am,100.75,ch_1EDKmKJbAfK4zMcbO93AMg3S,
AG-US-00855207,RETURN,SHIPPED,201857,Refunded,8/5/2019 9:19 am,100.3,,2E926167S1300201U
AG-US-00854003,RETURN,SHIPPED,201907,Refunded,8/5/2019 9:23 am,100.3,ch_1EcKboJbAfK4zMcbKO7u8qFR,
AG-US-00854578,RETURN,SHIPPED,201908,Refunded,8/5/2019 9:23 am,100.3,ch_1EcsyrJbAfK4zMcbSRiaOGnA,
AG-US-00857082,RETURN,SHIPPED,201909,Refunded,8/5/2019 9:23 am,100.3,,0AM3175773339820P
AG-US-00852608,RETURN,SHIPPED,201853,Refunded,8/5/2019 9:19 am,98,,7KD51338C1909751D
AG-US-00858140,RETURN,SHIPPED,201866,Refunded,8/5/2019 9:19 am,94.4,ch_1Eg148JbAfK4zMcbFNhn6iZY,
AG-US-00775525,RETURN,SHIPPED,201889,Refunded,8/5/2019 9:21 am,91.8,ch_1Dh00gJbAfK4zMcbXh45BhIZ,
AG-US-00868290,RETURN,SHIPPED,201883,Refunded,8/5/2019 9:21 am,88,ch_1ErF8PJbAfK4zMcb2hStqDHJ,
AG-US-00854003,RETURN,SHIPPED,201855,Refunded,8/5/2019 9:19 am,79.9,ch_1EcKboJbAfK4zMcbKO7u8qFR,
AG-US-00855966,RETURN,SHIPPED,201860,Refunded,8/5/2019 9:19 am,74.46,ch_1Ee5L2JbAfK4zMcbyqhNdvfW,
AG-US-00858750,RETURN,SHIPPED,201868,Refunded,8/5/2019 9:20 am,68,ch_1EgfTZJbAfK4zMcbXt73g9JM,
AG-US-00866060,RETURN,SHIPPED,201874,Refunded,8/5/2019 9:20 am,68,,4C706110GK6066156
AG-US-00866721,RETURN,SHIPPED,201875,Refunded,8/5/2019 9:20 am,68,,8MF388846S814394S
AG-US-00867496,RETURN,SHIPPED,201880,Refunded,8/5/2019 9:21 am,68,ch_1EpNEeJbAfK4zMcbL65um8Kf,
AG-US-00867773,RETURN,SHIPPED,201882,Refunded,8/5/2019 9:21 am,41.14,ch_1Eq1hnJbAfK4zMcbv8cRxVNH,
AG-US-00697296,RETURN,SHIPPED,201933,Refunded,8/5/2019 2:30 pm,75.21,,
