Order Number,Order Status,Shipping Status,RMA Number,RMA Status,Return Date,Refund Amount,Stripe Charge ID,PayPal Transaction ID,STATUS
AG-US-00855373,RETURN,SHIPPED,202199,Refunded,8/12/19 13:07,282.2,,9JJ542931T7774806,SUCCESS
AG-US-00860465,RETURN,SHIPPED,202382,Refunded,8/12/19 14:56,236,ch_1Ei7tpJbAfK4zMcbh2ojFAvL,,SUCCESS
AG-US-00854779,RETURN,SHIPPED,202198,Refunded,8/12/19 13:07,234.36,ch_1EczjHJbAfK4zMcbevMdGy6O,,SUCCESS
AG-US-00862207,RETURN,SHIPPED,202322,Refunded,8/12/19 14:51,146,ch_1EjlFTJbAfK4zMcb7Qwy2Oha,,SUCCESS
AG-US-00867233,RETURN,SHIPPED,202330,Refunded,8/12/19 14:52,132.6,ch_1EpGF1JbAfK4zMcbv1k4Vi0Z,,SUCCESS
AG-US-00826191,RETURN,SHIPPED,202193,Refunded,8/12/19 13:06,129.21,ch_1EEptdJbAfK4zMcbqCmj2ZyG,,SUCCESS
AG-US-00858792,RETURN,SHIPPED,202238,Refunded,8/12/19 13:09,128.62,ch_1EgipPJbAfK4zMcbm9oHSYJX,,SUCCESS
AG-US-00841515,RETURN,SHIPPED,202208,Refunded,8/12/19 13:07,128.47,ch_1ERih1JbAfK4zMcb52hBRm4H,,SUCCESS
AG-US-00845957,RETURN,SHIPPED,202317,Refunded,8/12/19 14:51,128.47,ch_1EV4GoJbAfK4zMcbJERAl5Y9,,SUCCESS
AG-US-00854552,RETURN,SHIPPED,202197,Refunded,8/12/19 13:07,128,,6US69420KJ531212T,SUCCESS
AG-US-00866639,RETURN,SHIPPED,202327,Refunded,8/12/19 14:52,126.29,ch_1EoXRSJbAfK4zMcbX5qk6cTF,,SUCCESS
AG-US-00806866,RETURN,SHIPPED,202221,Refunded,8/12/19 13:08,118.26,ch_1E0tdQJbAfK4zMcbvK9gl1I4,,SUCCESS
AG-US-00853141,RETURN,SHIPPED,202195,Refunded,8/12/19 13:07,118,ch_1EbplnJbAfK4zMcbKmmieoxO,,SUCCESS
AG-US-00854107,RETURN,SHIPPED,202196,Refunded,8/12/19 13:07,118,,55386500P3100560S,SUCCESS
AG-US-00858822,RETURN,SHIPPED,202204,Refunded,8/12/19 13:07,118,,7DP31495539692827,SUCCESS
AG-US-00841150,RETURN,SHIPPED,202205,Refunded,8/12/19 13:07,118,ch_1ERJECJbAfK4zMcbtfmgTAh7,,SUCCESS
AG-US-00846308,RETURN,SHIPPED,202207,Refunded,8/12/19 13:07,118,ch_1EVPUXJbAfK4zMcb7maYX70z,,SUCCESS
AG-US-00846222,RETURN,SHIPPED,202209,Refunded,8/12/19 13:07,118,,43A72896WB2473323,SUCCESS
AG-US-00858590,RETURN,SHIPPED,202228,Refunded,8/12/19 13:09,118,ch_1Ega84JbAfK4zMcb6k0idB6u,,SUCCESS
AG-US-00858378,RETURN,SHIPPED,202311,Refunded,8/12/19 14:51,118,ch_1EgKX0JbAfK4zMcbiaZwyMW0,,SUCCESS
AG-US-00859508,RETURN,SHIPPED,202312,Refunded,8/12/19 14:51,118,ch_1EhDkyJbAfK4zMcbFt2p4aM1,,SUCCESS
AG-US-00852322,RETURN,SHIPPED,202345,Refunded,8/12/19 14:53,118,ch_1Eb8pjJbAfK4zMcb4gq2vTZP,,SUCCESS
AG-US-00859593,RETURN,SHIPPED,202347,Refunded,8/12/19 14:54,118,,2M189600D1995315M,SUCCESS
AG-US-00858683,RETURN,SHIPPED,202381,Refunded,8/12/19 14:56,118,,34P012020E2240740,SUCCESS
AG-US-00779087,RETURN,SHIPPED,202191,Refunded,8/12/19 13:06,117.99,ch_1Dhom7JbAfK4zMcb8dBMxw7Y,,SUCCESS
AG-US-00861700,RETURN,SHIPPED,202320,Refunded,8/12/19 14:51,117.72,ch_1EjGmZJbAfK4zMcbREI7XnrH,,SUCCESS
AG-US-00789531,RETURN,SHIPPED,202334,Refunded,8/12/19 14:53,117.32,,49W042878J616874M,SUCCESS
AG-US-00861844,RETURN,SHIPPED,202211,Refunded,8/12/19 13:08,112,ch_1EjVB1JbAfK4zMcbov3oLIGo,,SUCCESS
AG-US-00856924,RETURN,SHIPPED,202200,Refunded,8/12/19 13:07,109.2,ch_1EeuHeJbAfK4zMcbPaEpmHaV,,SUCCESS
AG-US-00868292,RETURN,SHIPPED,202217,Refunded,8/12/19 13:08,108,ch_1ErFn8JbAfK4zMcbqzNMRkWH,,SUCCESS
AG-US-00775339,RETURN,SHIPPED,202306,Refunded,8/12/19 14:51,108,ch_1DgyeVJbAfK4zMcbcXJjX3Vu,,SUCCESS
AG-US-00859476,RETURN,SHIPPED,202313,Refunded,8/12/19 14:51,108,ch_1EhG72JbAfK4zMcbBudQV38S,,SUCCESS
AG-US-00861698,RETURN,SHIPPED,202321,Refunded,8/12/19 14:51,106.82,ch_1EjGfMJbAfK4zMcbPwBY4mPG,,SUCCESS
AG-US-00824352,RETURN,SHIPPED,202308,Refunded,8/12/19 14:51,102.78,,6W519830GE772834W,SUCCESS
AG-US-00840962,RETURN,SHIPPED,202206,Refunded,8/12/19 13:07,100.3,ch_1ER4nJJbAfK4zMcbb9jJwIID,,SUCCESS
AG-US-00857532,RETURN,SHIPPED,202310,Refunded,8/12/19 14:51,100.3,ch_1EfUCHJbAfK4zMcbVLJymTJF,,SUCCESS
AG-US-00839231,RETURN,SHIPPED,202315,Refunded,8/12/19 14:51,100.3,ch_1EPeoyJbAfK4zMcbUxzwqaYT,,SUCCESS
AG-US-00843123,RETURN,SHIPPED,202316,Refunded,8/12/19 14:51,100.3,,6ER744267X340900P,SUCCESS
AG-US-00857177,RETURN,SHIPPED,202318,Refunded,8/12/19 14:51,100.3,ch_1EfCA3JbAfK4zMcbwgMDI0dl,,SUCCESS
AG-US-00854493,RETURN,SHIPPED,202346,Refunded,8/12/19 14:54,100.3,ch_1EcgGCJbAfK4zMcbHoFgoHBg,,SUCCESS
AG-US-00803963,RETURN,SHIPPED,202216,Refunded,8/12/19 13:08,100.29,ch_1DyN5BJbAfK4zMcbnKWBiG83,,SUCCESS
AG-US-00858578,RETURN,SHIPPED,202203,Refunded,8/12/19 13:07,98.91,ch_1EgYP6JbAfK4zMcbNjzvzAeE,,SUCCESS
AG-US-00841451,RETURN,SHIPPED,202314,Refunded,8/12/19 14:51,94.4,ch_1ERjlHJbAfK4zMcbho8pNK7G,,SUCCESS
AG-US-00774823,RETURN,SHIPPED,202220,Refunded,8/12/19 13:08,91.8,ch_1Dgu0iJbAfK4zMcbvfsUQ3km,,SUCCESS
AG-US-00778561,RETURN,SHIPPED,202222,Refunded,8/12/19 13:08,91.8,ch_1DhiZ4JbAfK4zMcbQhVjXeXK,,SUCCESS
AG-US-00860915,RETURN,SHIPPED,202319,Refunded,8/12/19 14:51,91.8,,34B34309EU791962M,SUCCESS
AG-US-00773753,RETURN,SHIPPED,202326,Refunded,8/12/19 14:52,91.8,,1GS73342B3660104A,SUCCESS
AG-US-00801838,RETURN,SHIPPED,202332,Refunded,8/12/19 14:52,91.8,ch_1Dx52WJbAfK4zMcbrdSi2cRQ,,SUCCESS
