order-no,order-status,shipping-status,rma-number,rma-status,return-date,refund-amount,stripe-charge-id,paypal-transaction-id
AG-US-00775535,RETURN,SHIPPED,202674,Refunded,8/23/2019 9:35 am,108,,5BP31246Y2378540P
AG-US-00868140,RETURN,SHIPPED,202690,Refunded,8/23/2019 9:36 am,108,ch_1EqecvJbAfK4zMcbTl3KqCwc,
AG-US-00831638,RETURN,SHIPPED,202675,Refunded,8/23/2019 9:35 am,100.3,ch_1EJ5luJbAfK4zMcbZvRlJVaU,
AG-US-00843722,RETURN,SHIPPED,202680,Refunded,8/23/2019 9:35 am,100.3,ch_1ETdA6JbAfK4zMcbttvJoH9I,
AG-US-00808437,RETURN,SHIPPED,202477,Refunded,8/23/2019 2:13 am,99.95,ch_1E24N2JbAfK4zMcbxbFZElva,
AG-US-00864878,RETURN,SHIPPED,202502,Refunded,8/23/2019 2:14 am,98,,9P965495N0668522V
AG-US-00865829,RETURN,SHIPPED,202685,Refunded,8/23/2019 9:36 am,98,ch_1EnR1DJbAfK4zMcb774HtPqQ,
AG-US-00866374,RETURN,SHIPPED,202686,Refunded,8/23/2019 9:36 am,98,ch_1Eo8eMJbAfK4zMcbJzwmzU90,
AG-US-00859417,RETURN,SHIPPED,202490,Refunded,8/23/2019 2:14 am,88,ch_1Eh50EJbAfK4zMcbxTrVaxTD,
AG-US-00868140,RETURN,SHIPPED,202694,Refunded,8/23/2019 9:36 am,88,ch_1EqecvJbAfK4zMcbTl3KqCwc,
AG-US-00867090,RETURN,SHIPPED,202688,Refunded,8/23/2019 9:36 am,78,ch_1Ep5rvJbAfK4zMcbzPdbBQvA,
AG-US-00856311,RETURN,SHIPPED,202487,Refunded,8/23/2019 2:13 am,73.27,ch_1EePeIJbAfK4zMcbR2FUbE43,
AG-US-00866592,RETURN,SHIPPED,202687,Refunded,8/23/2019 9:36 am,71.94,ch_1EoSxEJbAfK4zMcbUmZTGbxg,
AG-US-00859158,RETURN,SHIPPED,202489,Refunded,8/23/2019 2:13 am,69,ch_1EgzVSJbAfK4zMcbo3l5oEcJ,
AG-US-00855961,RETURN,SHIPPED,202485,Refunded,8/23/2019 2:13 am,68,,44V11434K5456214Y
AG-US-00859933,RETURN,SHIPPED,202491,Refunded,8/23/2019 2:14 am,68,ch_1EhTzSJbAfK4zMcb66gMMeRT,
AG-US-00852558,RETURN,SHIPPED,202677,Refunded,8/23/2019 9:35 am,68,,1HW38299UB874541E
AG-US-00865259,RETURN,SHIPPED,202683,Refunded,8/23/2019 9:35 am,66.3,ch_1Emk1UJbAfK4zMcblMfI2U2U,
AG-US-00861284,RETURN,SHIPPED,202497,Refunded,8/23/2019 2:14 am,57.8,ch_1Ej75GJbAfK4zMcbzrdGNyrh,
AG-US-00856288,RETURN,SHIPPED,202486,Refunded,8/23/2019 2:13 am,34,ch_1EeP59JbAfK4zMcbmpYBIlkb,
AG-US-00783714,RETURN,SHIPPED,202476,Refunded,8/23/2019 2:13 am,29,ch_1Dj8SPJbAfK4zMcbtMkYNve8,
AG-US-00862176,RETURN,SHIPPED,202501,Refunded,8/23/2019 2:14 am,14,ch_1Ejp5zJbAfK4zMcbexqcBoL9,
