Order Number,Order Status,Shipping Status,RMA Number,RMA Status,Return Date,Refund Amount,Stripe Charge ID,PayPal Transaction ID,STATUS
AG-US-00865800,RETURN,SHIPPED,202684,Refunded,8/23/19 9:35,246,ch_1EnGUHJbAfK4zMcbXyxBRLaz,,SUCCESS
AG-US-00859933,RETURN,SHIPPED,202516,Refunded,8/23/19 2:15,236,ch_1EhTzSJbAfK4zMcb66gMMeRT,,SUCCESS
AG-US-00861821,RETURN,SHIPPED,202499,Refunded,8/23/19 2:14,222.66,ch_1EjU4BJbAfK4zMcbU4Yx5zn1,,SUCCESS
AG-US-00848540,RETURN,SHIPPED,202676,Refunded,8/23/19 9:35,204,ch_1EXi5fJbAfK4zMcbtkDD1ZK0,,SUCCESS
AG-US-00859662,RETURN,SHIPPED,202679,Refunded,8/23/19 9:35,200.6,ch_1EhKmMJbAfK4zMcbofSxHTJd,,SUCCESS
AG-US-00857205,RETURN,SHIPPED,202488,Refunded,8/23/19 2:13,176,,9VH30287UE637005M,SUCCESS
AG-US-00861456,RETURN,SHIPPED,202498,Refunded,8/23/19 2:14,168,ch_1EjAuZJbAfK4zMcbfBBJ5TSv,,SUCCESS
AG-US-00862155,RETURN,SHIPPED,202500,Refunded,8/23/19 2:14,166,,6PE3187571237972B,SUCCESS
AG-US-00867642,RETURN,SHIPPED,202689,Refunded,8/23/19 9:36,159.51,ch_1EpqoBJbAfK4zMcbtZicbsEf,,SUCCESS
AG-US-00852744,RETURN,SHIPPED,202483,Refunded,8/23/19 2:13,148.7,ch_1EbV2eJbAfK4zMcbCCA7VL7m,,SUCCESS
AG-US-00867097,RETURN,SHIPPED,202505,Refunded,8/23/19 2:15,146,ch_1EouseJbAfK4zMcbnpl0qicd,,SUCCESS
AG-US-00858922,RETURN,SHIPPED,202716,Refunded,8/23/19 9:38,128.47,ch_1EgqZbJbAfK4zMcbFdiPFnmI,,SUCCESS
AG-US-00824239,RETURN,SHIPPED,202480,Refunded,8/23/19 2:13,127.44,ch_1EDIkuJbAfK4zMcbfb5pl2Pv,,SUCCESS
AG-US-00860563,RETURN,SHIPPED,202556,Refunded,8/23/19 2:18,127.15,ch_1Ei89QJbAfK4zMcbcHgpUePL,,SUCCESS
AG-US-00830272,RETURN,SHIPPED,202481,Refunded,8/23/19 2:13,125.08,ch_1EI2ehJbAfK4zMcbIw9uXw7T,,SUCCESS
AG-US-00853525,RETURN,SHIPPED,202484,Refunded,8/23/19 2:13,118,ch_1Ec06wJbAfK4zMcb2rQgm2RV,,SUCCESS
AG-US-00860220,RETURN,SHIPPED,202492,Refunded,8/23/19 2:14,118,,6TS881377F790925N,SUCCESS
AG-US-00844032,RETURN,SHIPPED,202493,Refunded,8/23/19 2:14,118,ch_1ETvSpJbAfK4zMcbRCFPGD8L,,SUCCESS
AG-US-00857260,RETURN,SHIPPED,202494,Refunded,8/23/19 2:14,118,ch_1EfCWoJbAfK4zMcbMjQJfETR,,SUCCESS
AG-US-00842984,RETURN,SHIPPED,202495,Refunded,8/23/19 2:14,118,ch_1ET9HpJbAfK4zMcbEHX98dNK,,SUCCESS
AG-US-00843706,RETURN,SHIPPED,202496,Refunded,8/23/19 2:14,118,,55T92743MF587430R,SUCCESS
AG-US-00859966,RETURN,SHIPPED,202553,Refunded,8/23/19 2:18,118,ch_1Ehc4kJbAfK4zMcb52xcsMs1,,SUCCESS
AG-US-00843048,RETURN,SHIPPED,202554,Refunded,8/23/19 2:18,118,,6TM923237A589733L,SUCCESS
AG-US-00852724,RETURN,SHIPPED,202678,Refunded,8/23/19 9:35,118,ch_1EbUBEJbAfK4zMcbWfO8UJuQ,,SUCCESS
AG-US-00846325,RETURN,SHIPPED,202681,Refunded,8/23/19 9:35,118,,4AK45201FR0929702,SUCCESS
AG-US-00848540,RETURN,SHIPPED,202682,Refunded,8/23/19 9:35,118,ch_1EXi5fJbAfK4zMcbtkDD1ZK0,,SUCCESS
AG-US-00854739,RETURN,SHIPPED,202695,Refunded,8/23/19 9:36,118,,19W01615L41713912,SUCCESS
AG-US-00857089,RETURN,SHIPPED,202696,Refunded,8/23/19 9:36,118,,2KU87352AB057814Y,SUCCESS
AG-US-00817797,RETURN,SHIPPED,202478,Refunded,8/23/19 2:13,117.99,ch_1E9xJWJbAfK4zMcb0DdiLip2,,SUCCESS
AG-US-00775030,RETURN,SHIPPED,202503,Refunded,8/23/19 2:14,117.99,ch_1DgwHsJbAfK4zMcbNpKde6Lg,,SUCCESS
AG-US-00784927,RETURN,SHIPPED,202508,Refunded,8/23/19 2:15,117.99,ch_1Djb5KJbAfK4zMcbdJuokdDg,,SUCCESS
AG-US-00867478,RETURN,SHIPPED,202506,Refunded,8/23/19 2:15,117.18,ch_1EpdvSJbAfK4zMcbk0bfYrOT,,SUCCESS
AG-US-00823871,RETURN,SHIPPED,202479,Refunded,8/23/19 2:13,116.37,ch_1EDC8RJbAfK4zMcbychroiOn,,SUCCESS
AG-US-00821378,RETURN,SHIPPED,202509,Refunded,8/23/19 2:15,116.37,,9AT82690282832359,SUCCESS
AG-US-00852465,RETURN,SHIPPED,202482,Refunded,8/23/19 2:13,115.6,,0SS59163HU588091M,SUCCESS
AG-US-00848862,RETURN,SHIPPED,202504,Refunded,8/23/19 2:15,109.58,,8BU46579XR0020639,SUCCESS
AG-US-00844814,RETURN,SHIPPED,202555,Refunded,8/23/19 2:18,108,ch_1EUJOBJbAfK4zMcbrRnxWrtj,,SUCCESS
AG-US-00775535,RETURN,SHIPPED,202674,Refunded,8/23/19 9:35,108,,5BP31246Y2378540P,SUCCESS
AG-US-00868140,RETURN,SHIPPED,202690,Refunded,8/23/19 9:36,108,ch_1EqecvJbAfK4zMcbTl3KqCwc,,SUCCESS
AG-US-00831638,RETURN,SHIPPED,202675,Refunded,8/23/19 9:35,100.3,ch_1EJ5luJbAfK4zMcbZvRlJVaU,,SUCCESS
AG-US-00843722,RETURN,SHIPPED,202680,Refunded,8/23/19 9:35,100.3,ch_1ETdA6JbAfK4zMcbttvJoH9I,,SUCCESS
AG-US-00808437,RETURN,SHIPPED,202477,Refunded,8/23/19 2:13,99.95,ch_1E24N2JbAfK4zMcbxbFZElva,,SUCCESS
AG-US-00864878,RETURN,SHIPPED,202502,Refunded,8/23/19 2:14,98,,9P965495N0668522V,SUCCESS
AG-US-00865829,RETURN,SHIPPED,202685,Refunded,8/23/19 9:36,98,ch_1EnR1DJbAfK4zMcb774HtPqQ,,SUCCESS
AG-US-00866374,RETURN,SHIPPED,202686,Refunded,8/23/19 9:36,98,ch_1Eo8eMJbAfK4zMcbJzwmzU90,,SUCCESS
AG-US-00859417,RETURN,SHIPPED,202490,Refunded,8/23/19 2:14,88,ch_1Eh50EJbAfK4zMcbxTrVaxTD,,SUCCESS
AG-US-00868140,RETURN,SHIPPED,202694,Refunded,8/23/19 9:36,88,ch_1EqecvJbAfK4zMcbTl3KqCwc,,SUCCESS
AG-US-00867090,RETURN,SHIPPED,202688,Refunded,8/23/19 9:36,78,ch_1Ep5rvJbAfK4zMcbzPdbBQvA,,SUCCESS
AG-US-00856311,RETURN,SHIPPED,202487,Refunded,8/23/19 2:13,73.27,ch_1EePeIJbAfK4zMcbR2FUbE43,,SUCCESS
AG-US-00866592,RETURN,SHIPPED,202687,Refunded,8/23/19 9:36,71.94,ch_1EoSxEJbAfK4zMcbUmZTGbxg,,SUCCESS
AG-US-00859158,RETURN,SHIPPED,202489,Refunded,8/23/19 2:13,69,ch_1EgzVSJbAfK4zMcbo3l5oEcJ,,SUCCESS
AG-US-00855961,RETURN,SHIPPED,202485,Refunded,8/23/19 2:13,68,,44V11434K5456214Y,SUCCESS
AG-US-00859933,RETURN,SHIPPED,202491,Refunded,8/23/19 2:14,68,ch_1EhTzSJbAfK4zMcb66gMMeRT,,SUCCESS
AG-US-00852558,RETURN,SHIPPED,202677,Refunded,8/23/19 9:35,68,,1HW38299UB874541E,SUCCESS
AG-US-00865259,RETURN,SHIPPED,202683,Refunded,8/23/19 9:35,66.3,ch_1Emk1UJbAfK4zMcblMfI2U2U,,SUCCESS
AG-US-00861284,RETURN,SHIPPED,202497,Refunded,8/23/19 2:14,57.8,ch_1Ej75GJbAfK4zMcbzrdGNyrh,,SUCCESS
AG-US-00856288,RETURN,SHIPPED,202486,Refunded,8/23/19 2:13,34,ch_1EeP59JbAfK4zMcbmpYBIlkb,,SUCCESS
AG-US-00783714,RETURN,SHIPPED,202476,Refunded,8/23/19 2:13,29,ch_1Dj8SPJbAfK4zMcbtMkYNve8,,SUCCESS
AG-US-00862176,RETURN,SHIPPED,202501,Refunded,8/23/19 2:14,14,ch_1Ejp5zJbAfK4zMcbexqcBoL9,,SUCCESS
