order-no,order-status,shipping-status,rma-number,rma-status,return-date,refund-amount,stripe-charge-id,paypal-transaction-id
AG-US-00827805,RETURN,SHIPPED,202093,Refunded,8/8/2019 2:14 am,108,,30K164307M594845K
AG-US-00817747,RETURN,SHIPPED,202094,Refunded,8/8/2019 2:14 am,108,ch_1E9wzQJbAfK4zMcbKrKexB6c,
AG-US-00817930,RETURN,SHIPPED,202137,Refunded,8/8/2019 9:14 am,108,ch_1E9z8sJbAfK4zMcbPwRhItht,
AG-US-00856595,RETURN,SHIPPED,202074,Refunded,8/8/2019 2:13 am,100.3,ch_1EeXYSJbAfK4zMcb0yHwX4El,
AG-US-00839558,RETURN,SHIPPED,202081,Refunded,8/8/2019 2:13 am,100.3,,4GY3193188527432L
AG-US-00859955,RETURN,SHIPPED,202104,Refunded,8/8/2019 2:15 am,100.3,ch_1EhbCqJbAfK4zMcbuDfwlzZt,
AG-US-00857953,RETURN,SHIPPED,202144,Refunded,8/8/2019 9:14 am,100.3,ch_1EfrhWJbAfK4zMcb43MIU6iK,
AG-US-00859429,RETURN,SHIPPED,202079,Refunded,8/8/2019 2:13 am,100.29,ch_1Eh60SJbAfK4zMcbS1rCFaiz,
AG-US-00801343,RETURN,SHIPPED,202092,Refunded,8/8/2019 2:14 am,100.06,ch_1DwtpUJbAfK4zMcb9L7Bcc6r,
AG-US-00863422,RETURN,SHIPPED,202084,Refunded,8/8/2019 2:14 am,98,ch_1EkzbtJbAfK4zMcbl7XKnuOw,
AG-US-00804531,RETURN,SHIPPED,202068,Refunded,8/8/2019 2:13 am,95.81,ch_1DyiJJJbAfK4zMcbsT4WI9Bq,
AG-US-00778286,RETURN,SHIPPED,202066,Refunded,8/8/2019 2:12 am,91.8,ch_1DhfTfJbAfK4zMcbd3lsLL0p,
AG-US-00866945,RETURN,SHIPPED,202150,Refunded,8/8/2019 9:15 am,91.8,,9FT10786RN5592528
AG-US-00868072,RETURN,SHIPPED,202088,Refunded,8/8/2019 2:14 am,88,ch_1Eqj9TJbAfK4zMcbJtfM88Q5,
AG-US-00855952,RETURN,SHIPPED,202142,Refunded,8/8/2019 9:14 am,84.97,,2X7511456D509041M
AG-US-00861824,RETURN,SHIPPED,202083,Refunded,8/8/2019 2:13 am,82.09,ch_1EjUHwJbAfK4zMcbyu2wPKrX,
AG-US-00851458,RETURN,SHIPPED,202072,Refunded,8/8/2019 2:13 am,81.72,ch_1EaTnQJbAfK4zMcbUccU2szL,
AG-US-00864653,RETURN,SHIPPED,202147,Refunded,8/8/2019 9:14 am,78,ch_1EmLJKJbAfK4zMcbSjsSiFSh,
AG-US-00867625,RETURN,SHIPPED,202087,Refunded,8/8/2019 2:14 am,74.8,ch_1EpnCmJbAfK4zMcbQl7dAzgr,
AG-US-00857209,RETURN,SHIPPED,202075,Refunded,8/8/2019 2:13 am,68,,8KT87762BD8083916
AG-US-00864801,RETURN,SHIPPED,202146,Refunded,8/8/2019 9:14 am,68,ch_1EmLJIJbAfK4zMcbZqBabxXz,
AG-US-00867779,RETURN,SHIPPED,202151,Refunded,8/8/2019 9:15 am,68,ch_1Eq2hzJbAfK4zMcb2gNZ9FP3,
AG-US-00865088,RETURN,SHIPPED,202085,Refunded,8/8/2019 2:14 am,57.8,ch_1EmdSCJbAfK4zMcbRH61fiEQ,
AG-US-00848887,RETURN,SHIPPED,202140,Refunded,8/8/2019 9:14 am,57.8,ch_1EYHIUJbAfK4zMcbs4GzI07N,
AG-US-00859885,RETURN,SHIPPED,202080,Refunded,8/8/2019 2:13 am,28,ch_1Ehbb9JbAfK4zMcbxVcET04I,
AG-US-00867320,RETURN,SHIPPED,202086,Refunded,8/8/2019 2:14 am,28,ch_1EpFfbJbAfK4zMcbo95XlJ40,
