order-no,order-status,shipping-status,rma-number,rma-status,return-date,refund-amount,stripe-charge-id,paypal-transaction-id
AG-US-00865676,RETURN,SHIPPED,200814,Refunded,7/23/2019 2:14 am,84,ch_1EnBk5JbAfK4zMcbxMyVlcIa,
AG-US-00866805,RETURN,SHIPPED,200822,Refunded,7/23/2019 2:14 am,82,ch_1EodqcJbAfK4zMcb8zbLWly4,
AG-US-00838611,RETURN,SHIPPED,200796,Refunded,7/23/2019 2:12 am,74.63,,9P3246399A368982B
AG-US-00867849,RETURN,SHIPPED,200835,Refunded,7/23/2019 2:15 am,74.29,ch_1EqAjlJbAfK4zMcbNQTaUsUr,
AG-US-00868585,RETURN,SHIPPED,200843,Refunded,7/23/2019 2:16 am,69.7,ch_1ErnXRJbAfK4zMcbNBWBdcm0,
AG-US-00866073,RETURN,SHIPPED,200816,Refunded,7/23/2019 2:14 am,68,ch_1Enpa8JbAfK4zMcbppBYVNuL,
AG-US-00867103,RETURN,SHIPPED,200824,Refunded,7/23/2019 2:14 am,68,,8HL31494755626018
AG-US-00867771,RETURN,SHIPPED,200830,Refunded,7/23/2019 2:15 am,68,ch_1Eq1ZQJbAfK4zMcbXQ1AU62I,
AG-US-00867898,RETURN,SHIPPED,200834,Refunded,7/23/2019 2:15 am,68,ch_1Eq5Q9JbAfK4zMcbHwr94nOT,
AG-US-00867958,RETURN,SHIPPED,200837,Refunded,7/23/2019 2:15 am,66.3,ch_1EqJbXJbAfK4zMcb2QBzQsnm,
AG-US-00867331,RETURN,SHIPPED,200826,Refunded,7/23/2019 2:15 am,60,,4E952830U4521044S
AG-US-00854339,RETURN,SHIPPED,200801,Refunded,7/23/2019 2:13 am,58,ch_1EcdHJJbAfK4zMcbZrylsOi1,
AG-US-00862862,RETURN,SHIPPED,200811,Refunded,7/23/2019 2:13 am,57.8,ch_1EkTvsJbAfK4zMcbgyGPziq2,
AG-US-00866554,RETURN,SHIPPED,200819,Refunded,7/23/2019 2:14 am,57.8,ch_1EoIwqJbAfK4zMcbL7S7lZ6o,
AG-US-00866782,RETURN,SHIPPED,200821,Refunded,7/23/2019 2:14 am,57.8,ch_1EodMhJbAfK4zMcbaHiisx8p,
AG-US-00867531,RETURN,SHIPPED,200827,Refunded,7/23/2019 2:15 am,57.8,ch_1EpSgeJbAfK4zMcbi3Gd0x1D,
AG-US-00860857,RETURN,SHIPPED,200807,Refunded,7/23/2019 2:13 am,56,ch_1EiZqVJbAfK4zMcbdaHciYKk,
AG-US-00860735,RETURN,SHIPPED,200805,Refunded,7/23/2019 2:13 am,54,ch_1EiMksJbAfK4zMcba8K5e0NM,
AG-US-00861619,RETURN,SHIPPED,200808,Refunded,7/23/2019 2:13 am,54,ch_1EjGfaJbAfK4zMcb35oScyO2,
AG-US-00866260,RETURN,SHIPPED,200817,Refunded,7/23/2019 2:14 am,54,ch_1Eo8S5JbAfK4zMcbnfzmQ22k,
AG-US-00868024,RETURN,SHIPPED,200839,Refunded,7/23/2019 2:16 am,43.2,ch_1EqSqBJbAfK4zMcbwwNUfpRr,
AG-US-00847858,RETURN,SHIPPED,200798,Refunded,7/23/2019 2:13 am,38,ch_1EXAqdJbAfK4zMcbXncCIh8W,
AG-US-00868338,RETURN,SHIPPED,200841,Refunded,7/23/2019 2:16 am,28,ch_1Er6VNJbAfK4zMcbNYbrBJYU,
AG-US-00868441,RETURN,SHIPPED,200842,Refunded,7/23/2019 2:16 am,23,ch_1ErXRsJbAfK4zMcbsF6SAqsx,
AG-US-00865974,RETURN,SHIPPED,200882,Refunded,7/23/2019 4:18 pm,125.43,ch_1EnWX9JbAfK4zMcb1YkPsFzv,
AG-US-00867370,RETURN,SHIPPED,200872,Refunded,7/23/2019 12:19 pm,260.73,ch_1EpKCnJbAfK4zMcbdLhe09zZ,
AG-US-00867202,RETURN,SHIPPED,200871,Refunded,7/23/2019 12:19 pm,234,ch_1EpC1OJbAfK4zMcbZM6VXriP,
AG-US-00864272,RETURN,SHIPPED,200867,Refunded,7/23/2019 12:19 pm,176,ch_1ElzeDJbAfK4zMcbCJjUrmGh,
AG-US-00864161,RETURN,SHIPPED,200866,Refunded,7/23/2019 12:19 pm,164.9,ch_1Elk7hJbAfK4zMcbg5yZVka0,
AG-US-00861950,RETURN,SHIPPED,200862,Refunded,7/23/2019 12:18 pm,156,,54433742X94135948
AG-US-00859837,RETURN,SHIPPED,200860,Refunded,7/23/2019 12:18 pm,146,,0DM94307U9306462L
AG-US-00716639,RETURN,SHIPPED,200854,Refunded,7/23/2019 12:18 pm,138,,7UD0479648263034J
AG-US-00860282,RETURN,SHIPPED,200861,Refunded,7/23/2019 12:18 pm,137.7,,0H002549VP429762K
AG-US-00867996,RETURN,SHIPPED,200874,Refunded,7/23/2019 12:19 pm,136,,3EY457800H616154F
AG-US-00846752,RETURN,SHIPPED,200856,Refunded,7/23/2019 12:18 pm,118,ch_1EW5voJbAfK4zMcblePuZAZE,
AG-US-00848415,RETURN,SHIPPED,200857,Refunded,7/23/2019 12:18 pm,118,ch_1EXbeWJbAfK4zMcbddqJMjx7,
AG-US-00788118,RETURN,SHIPPED,200855,Refunded,7/23/2019 12:18 pm,108,,55135706DX465641A
AG-US-00867557,RETURN,SHIPPED,200873,Refunded,7/23/2019 12:19 pm,108,ch_1Epcq2JbAfK4zMcbQVz06NFC,
AG-US-00847168,RETURN,SHIPPED,200864,Refunded,7/23/2019 12:19 pm,107.07,ch_1EWiXyJbAfK4zMcbPO0MluoE,
AG-US-00857239,RETURN,SHIPPED,200858,Refunded,7/23/2019 12:18 pm,100,,52G70256WX5263936
AG-US-00864823,RETURN,SHIPPED,200869,Refunded,7/23/2019 12:19 pm,100,,500565301Y179923X
AG-US-00862243,RETURN,SHIPPED,200863,Refunded,7/23/2019 12:18 pm,91.8,,49761805584106059
AG-US-00864584,RETURN,SHIPPED,200868,Refunded,7/23/2019 12:19 pm,78,ch_1Em9QRJbAfK4zMcbKOAenZWJ,
AG-US-00868398,RETURN,SHIPPED,200876,Refunded,7/23/2019 12:20 pm,70.4,ch_1ErMmtJbAfK4zMcbVeO9GAwQ,
AG-US-00863979,RETURN,SHIPPED,200865,Refunded,7/23/2019 12:19 pm,68,ch_1EldE1JbAfK4zMcbJHOEfstt,
AG-US-00858596,RETURN,SHIPPED,200859,Refunded,7/23/2019 12:18 pm,57.8,ch_1EgNBpJbAfK4zMcbB8ZqElnH,
AG-US-00866510,RETURN,SHIPPED,200870,Refunded,7/23/2019 12:19 pm,54,ch_1EoDhCJbAfK4zMcbQY3h8wdR,
AG-US-00868168,RETURN,SHIPPED,200875,Refunded,7/23/2019 12:20 pm,28,ch_1Eqky9JbAfK4zMcbkl67DXdV,
