Order Number,Order Status,Shipping Status,RMA Number,RMA Status,Return Date,Refund Amount,Stripe Charge ID,PayPal Transaction ID,STATUS
AG-US-00867797,RETURN,SHIPPED,200832,Refunded,7/23/2019 2:15 am,292.4,ch_1Eq3E7JbAfK4zMcbQBSS4VRq,,SUCCESS
AG-US-00854377,RETURN,SHIPPED,200851,Refunded,7/23/2019 2:16 am,236,ch_1EcfM3JbAfK4zMcbDQ0CJEtz,,SUCCESS
AG-US-00867311,RETURN,SHIPPED,200825,Refunded,7/23/2019 2:15 am,183.6,ch_1EpF7JJbAfK4zMcb9sG8Sxy6,,SUCCESS
AG-US-00861900,RETURN,SHIPPED,200809,Refunded,7/23/2019 2:13 am,172,ch_1EjTrHJbAfK4zMcbOuTgYzaQ,,SUCCESS
AG-US-00866484,RETURN,SHIPPED,200818,Refunded,7/23/2019 2:14 am,160.21,ch_1EoIrUJbAfK4zMcbcjYFaoiL,,SUCCESS
AG-US-00868060,RETURN,SHIPPED,200840,Refunded,7/23/2019 2:16 am,156,ch_1EqhUsJbAfK4zMcbT0xeYN8Z,,SUCCESS
AG-US-00867761,RETURN,SHIPPED,200828,Refunded,7/23/2019 2:15 am,148.58,,8M374680P7516020X,FAILED
AG-US-00860099,RETURN,SHIPPED,200804,Refunded,7/23/2019 2:13 am,148,ch_1EhepIJbAfK4zMcbpSaML7oq,,SUCCESS
AG-US-00867692,RETURN,SHIPPED,200831,Refunded,7/23/2019 2:15 am,146.88,ch_1Eq2BKJbAfK4zMcbM8ppppEs,,SUCCESS
AG-US-00867946,RETURN,SHIPPED,200836,Refunded,7/23/2019 2:15 am,146,ch_1EqGfRJbAfK4zMcbv53IdKds,,SUCCESS
AG-US-00864596,RETURN,SHIPPED,200812,Refunded,7/23/2019 2:14 am,136,ch_1Em8mwJbAfK4zMcbm3dVF7WV,,SUCCESS
AG-US-00866833,RETURN,SHIPPED,200823,Refunded,7/23/2019 2:14 am,136,ch_1Eoh4FJbAfK4zMcbjxkuRxiu,,SUCCESS
AG-US-00824290,RETURN,SHIPPED,200797,Refunded,7/23/2019 2:13 am,128.92,ch_1EDMfFJbAfK4zMcbvWaLCwlJ,,SUCCESS
AG-US-00850583,RETURN,SHIPPED,200799,Refunded,7/23/2019 2:13 am,124.95,ch_1EZrsCJbAfK4zMcbrwimFLAI,,SUCCESS
AG-US-00866657,RETURN,SHIPPED,200820,Refunded,7/23/2019 2:14 am,121.27,,4ED902520U623050R,FAILED
AG-US-00852771,RETURN,SHIPPED,200800,Refunded,7/23/2019 2:13 am,118,ch_1EbWJ9JbAfK4zMcbASU7AHXB,,SUCCESS
AG-US-00853058,RETURN,SHIPPED,200846,Refunded,7/23/2019 2:16 am,118,ch_1Ebp6eJbAfK4zMcbZbm87ayB,,SUCCESS
AG-US-00854867,RETURN,SHIPPED,200853,Refunded,7/23/2019 2:16 am,118,ch_1Ed6VPJbAfK4zMcbbBxy0bZq,,SUCCESS
AG-US-00867764,RETURN,SHIPPED,200829,Refunded,7/23/2019 2:15 am,117.33,,4U52189652062200M,FAILED
AG-US-00805139,RETURN,SHIPPED,200795,Refunded,7/23/2019 2:12 am,108,ch_1DzA8dJbAfK4zMcb8Ke0v6Rw,,SUCCESS
AG-US-00862454,RETURN,SHIPPED,200810,Refunded,7/23/2019 2:13 am,108,ch_1EjxDSJbAfK4zMcbxT6WhooE,,SUCCESS
AG-US-00867801,RETURN,SHIPPED,200833,Refunded,7/23/2019 2:15 am,108,,6Y484453C36223521,FAILED
AG-US-00867880,RETURN,SHIPPED,200838,Refunded,7/23/2019 2:16 am,108,ch_1EqLwYJbAfK4zMcbc2jGPy4q,,SUCCESS
AG-US-00857862,RETURN,SHIPPED,200803,Refunded,7/23/2019 2:13 am,98,ch_1Efh9qJbAfK4zMcbx1kkmUYM,,SUCCESS
AG-US-00866147,RETURN,SHIPPED,200815,Refunded,7/23/2019 2:14 am,94,ch_1EnmsRJbAfK4zMcb5g7DIZbV,,SUCCESS
AG-US-00855813,RETURN,SHIPPED,200802,Refunded,7/23/2019 2:13 am,91.8,ch_1EdrNrJbAfK4zMcb9v67kYBy,,SUCCESS
AG-US-00864930,RETURN,SHIPPED,200813,Refunded,7/23/2019 2:14 am,85.02,ch_1EmPeQJbAfK4zMcbQjG4Ozif,,SUCCESS
AG-US-00865676,RETURN,SHIPPED,200814,Refunded,7/23/2019 2:14 am,84,ch_1EnBk5JbAfK4zMcbxMyVlcIa,,SUCCESS
AG-US-00866805,RETURN,SHIPPED,200822,Refunded,7/23/2019 2:14 am,82,ch_1EodqcJbAfK4zMcb8zbLWly4,,SUCCESS
AG-US-00838611,RETURN,SHIPPED,200796,Refunded,7/23/2019 2:12 am,74.63,,9P3246399A368982B,FAILED
AG-US-00867849,RETURN,SHIPPED,200835,Refunded,7/23/2019 2:15 am,74.29,ch_1EqAjlJbAfK4zMcbNQTaUsUr,,SUCCESS
AG-US-00868585,RETURN,SHIPPED,200843,Refunded,7/23/2019 2:16 am,69.7,ch_1ErnXRJbAfK4zMcbNBWBdcm0,,SUCCESS
AG-US-00866073,RETURN,SHIPPED,200816,Refunded,7/23/2019 2:14 am,68,ch_1Enpa8JbAfK4zMcbppBYVNuL,,SUCCESS
AG-US-00867103,RETURN,SHIPPED,200824,Refunded,7/23/2019 2:14 am,68,,8HL31494755626018,FAILED
AG-US-00867771,RETURN,SHIPPED,200830,Refunded,7/23/2019 2:15 am,68,ch_1Eq1ZQJbAfK4zMcbXQ1AU62I,,SUCCESS
AG-US-00867898,RETURN,SHIPPED,200834,Refunded,7/23/2019 2:15 am,68,ch_1Eq5Q9JbAfK4zMcbHwr94nOT,,SUCCESS
AG-US-00867958,RETURN,SHIPPED,200837,Refunded,7/23/2019 2:15 am,66.3,ch_1EqJbXJbAfK4zMcb2QBzQsnm,,SUCCESS
AG-US-00867331,RETURN,SHIPPED,200826,Refunded,7/23/2019 2:15 am,60,,4E952830U4521044S,FAILED
AG-US-00854339,RETURN,SHIPPED,200801,Refunded,7/23/2019 2:13 am,58,ch_1EcdHJJbAfK4zMcbZrylsOi1,,SUCCESS
AG-US-00862862,RETURN,SHIPPED,200811,Refunded,7/23/2019 2:13 am,57.8,ch_1EkTvsJbAfK4zMcbgyGPziq2,,SUCCESS
AG-US-00866554,RETURN,SHIPPED,200819,Refunded,7/23/2019 2:14 am,57.8,ch_1EoIwqJbAfK4zMcbL7S7lZ6o,,SUCCESS
AG-US-00866782,RETURN,SHIPPED,200821,Refunded,7/23/2019 2:14 am,57.8,ch_1EodMhJbAfK4zMcbaHiisx8p,,SUCCESS
AG-US-00867531,RETURN,SHIPPED,200827,Refunded,7/23/2019 2:15 am,57.8,ch_1EpSgeJbAfK4zMcbi3Gd0x1D,,SUCCESS
AG-US-00860857,RETURN,SHIPPED,200807,Refunded,7/23/2019 2:13 am,56,ch_1EiZqVJbAfK4zMcbdaHciYKk,,SUCCESS
AG-US-00860735,RETURN,SHIPPED,200805,Refunded,7/23/2019 2:13 am,54,ch_1EiMksJbAfK4zMcba8K5e0NM,,SUCCESS
AG-US-00861619,RETURN,SHIPPED,200808,Refunded,7/23/2019 2:13 am,54,ch_1EjGfaJbAfK4zMcb35oScyO2,,SUCCESS
AG-US-00866260,RETURN,SHIPPED,200817,Refunded,7/23/2019 2:14 am,54,ch_1Eo8S5JbAfK4zMcbnfzmQ22k,,SUCCESS
AG-US-00868024,RETURN,SHIPPED,200839,Refunded,7/23/2019 2:16 am,43.2,ch_1EqSqBJbAfK4zMcbwwNUfpRr,,SUCCESS
AG-US-00847858,RETURN,SHIPPED,200798,Refunded,7/23/2019 2:13 am,38,ch_1EXAqdJbAfK4zMcbXncCIh8W,,SUCCESS
AG-US-00868338,RETURN,SHIPPED,200841,Refunded,7/23/2019 2:16 am,28,ch_1Er6VNJbAfK4zMcbNYbrBJYU,,SUCCESS
AG-US-00868441,RETURN,SHIPPED,200842,Refunded,7/23/2019 2:16 am,23,ch_1ErXRsJbAfK4zMcbsF6SAqsx,,SUCCESS
AG-US-00865974,RETURN,SHIPPED,200882,Refunded,7/23/2019 4:18 pm,125.43,ch_1EnWX9JbAfK4zMcb1YkPsFzv,,SUCCESS
AG-US-00867370,RETURN,SHIPPED,200872,Refunded,7/23/2019 12:19 pm,260.73,ch_1EpKCnJbAfK4zMcbdLhe09zZ,,SUCCESS
AG-US-00867202,RETURN,SHIPPED,200871,Refunded,7/23/2019 12:19 pm,234,ch_1EpC1OJbAfK4zMcbZM6VXriP,,SUCCESS
AG-US-00864272,RETURN,SHIPPED,200867,Refunded,7/23/2019 12:19 pm,176,ch_1ElzeDJbAfK4zMcbCJjUrmGh,,SUCCESS
AG-US-00864161,RETURN,SHIPPED,200866,Refunded,7/23/2019 12:19 pm,164.9,ch_1Elk7hJbAfK4zMcbg5yZVka0,,SUCCESS
AG-US-00861950,RETURN,SHIPPED,200862,Refunded,7/23/2019 12:18 pm,156,,54433742X94135948,FAILED
AG-US-00859837,RETURN,SHIPPED,200860,Refunded,7/23/2019 12:18 pm,146,,0DM94307U9306462L,FAILED
AG-US-00716639,RETURN,SHIPPED,200854,Refunded,7/23/2019 12:18 pm,138,,7UD0479648263034J,FAILED
AG-US-00860282,RETURN,SHIPPED,200861,Refunded,7/23/2019 12:18 pm,137.7,,0H002549VP429762K,FAILED
AG-US-00867996,RETURN,SHIPPED,200874,Refunded,7/23/2019 12:19 pm,136,,3EY457800H616154F,FAILED
AG-US-00846752,RETURN,SHIPPED,200856,Refunded,7/23/2019 12:18 pm,118,ch_1EW5voJbAfK4zMcblePuZAZE,,SUCCESS
