order-no,order-status,shipping-status,rma-number,rma-status,return-date,refund-amount,stripe-charge-id,paypal-transaction-id
AG-US-00851271,RETURN,SHIPPED,201009,Refunded,7/25/2019 2:14 am,118,,2J8434695E8483936
AG-US-00788950,RETURN,SHIPPED,200975,Refunded,7/25/2019 2:12 am,117.99,,7PT845990D996661P
AG-US-00852549,RETURN,SHIPPED,200982,Refunded,7/25/2019 2:12 am,117.99,ch_1EbI0FJbAfK4zMcb7L2GtxAw,
AG-US-00804726,RETURN,SHIPPED,200976,Refunded,7/25/2019 2:12 am,117.59,ch_1Dyn62JbAfK4zMcb177YmyN8,
AG-US-00779318,RETURN,SHIPPED,200980,Refunded,7/25/2019 2:12 am,117.59,ch_1DhrO7JbAfK4zMcb5yVjhTeE,
AG-US-00868315,RETURN,SHIPPED,201017,Refunded,7/25/2019 2:15 am,115.29,ch_1EqvAnJbAfK4zMcbcxu88w2z,
AG-US-00864088,RETURN,SHIPPED,200999,Refunded,7/25/2019 2:14 am,110.25,ch_1Elkl1JbAfK4zMcbMp2GFNVF,
AG-US-00833686,RETURN,SHIPPED,200979,Refunded,7/25/2019 2:12 am,109.2,ch_1EKuRtJbAfK4zMcbauQiiJvU,
AG-US-00850030,RETURN,SHIPPED,201005,Refunded,7/25/2019 2:14 am,109.08,ch_1EZPNWJbAfK4zMcbaWE7VIj8,
AG-US-00829119,RETURN,SHIPPED,200977,Refunded,7/25/2019 2:12 am,108,ch_1EHCJUJbAfK4zMcbAIXY3nkI,
AG-US-00867927,RETURN,SHIPPED,201014,Refunded,7/25/2019 2:14 am,108,ch_1EqCY1JbAfK4zMcbTGbeCpIj,
AG-US-00847476,RETURN,SHIPPED,200996,Refunded,7/25/2019 2:13 am,100.3,,4FA27531UY9803913
AG-US-00859250,RETURN,SHIPPED,201043,Refunded,7/25/2019 2:16 am,100.3,ch_1Eh0GSJbAfK4zMcbWmWqkaKd,
AG-US-00785065,RETURN,SHIPPED,201004,Refunded,7/25/2019 2:14 am,99.83,,79C44148AB3238809
AG-US-00859702,RETURN,SHIPPED,200987,Refunded,7/25/2019 2:13 am,96.14,ch_1EhKXWJbAfK4zMcbDA3gGW6O,
AG-US-00858648,RETURN,SHIPPED,200985,Refunded,7/25/2019 2:13 am,91.8,,7V505983LG7595000
AG-US-00866257,RETURN,SHIPPED,201007,Refunded,7/25/2019 2:14 am,91.8,ch_1Eo7hDJbAfK4zMcbQBsVn6Pe,
AG-US-00860235,RETURN,SHIPPED,200989,Refunded,7/25/2019 2:13 am,80,ch_1Ehr9kJbAfK4zMcbDZBwGOAq,
AG-US-00859655,RETURN,SHIPPED,200986,Refunded,7/25/2019 2:13 am,78,ch_1EhKQyJbAfK4zMcb8nVXUnua,
AG-US-00868439,RETURN,SHIPPED,201021,Refunded,7/25/2019 2:15 am,74.29,ch_1ErX3MJbAfK4zMcbmWEOXheI,
AG-US-00868123,RETURN,SHIPPED,201015,Refunded,7/25/2019 2:15 am,69,ch_1EqW5nJbAfK4zMcbVJw2w7yD,
AG-US-00867258,RETURN,SHIPPED,201012,Refunded,7/25/2019 2:14 am,68,,9KS60677JU593643P
AG-US-00868189,RETURN,SHIPPED,201016,Refunded,7/25/2019 2:15 am,68,ch_1EqomjJbAfK4zMcbSy3UNzcw,
AG-US-00850262,RETURN,SHIPPED,200981,Refunded,7/25/2019 2:12 am,63.29,,6B549336GW306501X
AG-US-00863638,RETURN,SHIPPED,200998,Refunded,7/25/2019 2:14 am,63,ch_1ElIZXJbAfK4zMcbG4bqpTtG,
AG-US-00868500,RETURN,SHIPPED,201020,Refunded,7/25/2019 2:15 am,61.33,,0UX421985B590573E
AG-US-00866817,RETURN,SHIPPED,201008,Refunded,7/25/2019 2:14 am,58.65,,4B447344PM692703K
AG-US-00859717,RETURN,SHIPPED,200988,Refunded,7/25/2019 2:13 am,46,,6UL82129CF642133A
AG-US-00867276,RETURN,SHIPPED,201013,Refunded,7/25/2019 2:14 am,40.76,,9HW76661X37164932
AG-US-00860913,RETURN,SHIPPED,200991,Refunded,7/25/2019 2:13 am,36.41,ch_1EiTYYJbAfK4zMcbb2ymx9JR,
AG-US-00864620,RETURN,SHIPPED,201000,Refunded,7/25/2019 2:14 am,23,ch_1EmBIkJbAfK4zMcbda4Rrlaw,
AG-US-00861788,RETURN,SHIPPED,200993,Refunded,7/25/2019 2:13 am,19.55,,03122013D5650832J
AG-US-00864704,RETURN,SHIPPED,201001,Refunded,7/25/2019 2:14 am,18.6,ch_1EmBRvJbAfK4zMcbm2BRE6jo,
AG-US-00866894,RETURN,SHIPPED,201064,Refunded,7/25/2019 12:16 pm,266.9,ch_1EoeG1JbAfK4zMcbju39M7hr,
AG-US-00859984,RETURN,SHIPPED,201055,Refunded,7/25/2019 12:16 pm,246,ch_1EhdjGJbAfK4zMcb7UUSS3et,
AG-US-00864698,RETURN,SHIPPED,201062,Refunded,7/25/2019 12:16 pm,204,ch_1EmB2JJbAfK4zMcbHGHGbgtV,
AG-US-00868147,RETURN,SHIPPED,201069,Refunded,7/25/2019 12:17 pm,156,,9L517068W08124603
AG-US-00865026,RETURN,SHIPPED,201063,Refunded,7/25/2019 12:16 pm,138,ch_1EmU3EJbAfK4zMcbXVxZ9V3Y,
AG-US-00861811,RETURN,SHIPPED,201057,Refunded,7/25/2019 12:16 pm,136,,12M46639NJ853204H
AG-US-00864534,RETURN,SHIPPED,201061,Refunded,7/25/2019 12:16 pm,136,,78054797CM116014B
AG-US-00867738,RETURN,SHIPPED,201068,Refunded,7/25/2019 12:16 pm,126,ch_1EpoeHJbAfK4zMcbajbDg8gD,
AG-US-00824485,RETURN,SHIPPED,201049,Refunded,7/25/2019 12:15 pm,118,ch_1EDaFrJbAfK4zMcbf67RLagD,
AG-US-00857587,RETURN,SHIPPED,201051,Refunded,7/25/2019 12:15 pm,118,ch_1EfYs4JbAfK4zMcbCdNB5d7T,
AG-US-00853985,RETURN,SHIPPED,201087,Refunded,7/25/2019 12:18 pm,118,ch_1EcLyMJbAfK4zMcbWyDmasrf,
AG-US-00853985,RETURN,SHIPPED,201091,Refunded,7/25/2019 12:18 pm,118,ch_1EcLyMJbAfK4zMcbWyDmasrf,
AG-US-00867042,RETURN,SHIPPED,201066,Refunded,7/25/2019 12:16 pm,117.3,ch_1EoyIsJbAfK4zMcbjLHRmPT3,
AG-US-00779340,RETURN,SHIPPED,201047,Refunded,7/25/2019 12:15 pm,116.37,ch_1DhsQwJbAfK4zMcbs2mAlNKg,
AG-US-00773362,RETURN,SHIPPED,201046,Refunded,7/25/2019 12:15 pm,115.83,,08G29343PJ385540V
AG-US-00864319,RETURN,SHIPPED,201060,Refunded,7/25/2019 12:16 pm,115.6,,7SG07244WN2104803
AG-US-00867054,RETURN,SHIPPED,201067,Refunded,7/25/2019 12:16 pm,115.6,ch_1EozwZJbAfK4zMcb4l3X7l8a,
AG-US-00807620,RETURN,SHIPPED,201048,Refunded,7/25/2019 12:15 pm,108,ch_1E1KMuJbAfK4zMcbKKy3kCOG,
AG-US-00808206,RETURN,SHIPPED,201079,Refunded,7/25/2019 12:17 pm,108,,9JG07079DC778123D
AG-US-00839887,RETURN,SHIPPED,201056,Refunded,7/25/2019 12:16 pm,100.3,ch_1EQJoTJbAfK4zMcbwtkAyv6t,
AG-US-00859318,RETURN,SHIPPED,201053,Refunded,7/25/2019 12:15 pm,68,,4LB22641HG931005P
AG-US-00862762,RETURN,SHIPPED,201059,Refunded,7/25/2019 12:16 pm,68,ch_1EkKIXJbAfK4zMcbbv8dhVif,
AG-US-00866934,RETURN,SHIPPED,201065,Refunded,7/25/2019 12:16 pm,68,,7XS18334RG839991W
AG-US-00868187,RETURN,SHIPPED,201070,Refunded,7/25/2019 12:17 pm,68,ch_1EqofwJbAfK4zMcbs8LBNPP1,
AG-US-00861838,RETURN,SHIPPED,201058,Refunded,7/25/2019 12:16 pm,66.3,ch_1EjUqeJbAfK4zMcbhkTcHd8X,
AG-US-00846404,RETURN,SHIPPED,201050,Refunded,7/25/2019 12:15 pm,62.21,ch_1EVgc8JbAfK4zMcbPX955l8y,
AG-US-00858612,RETURN,SHIPPED,201052,Refunded,7/25/2019 12:15 pm,34,,08X92016E6863293R
AG-US-00860000,RETURN,SHIPPED,201054,Refunded,7/25/2019 12:16 pm,24,ch_1EhdVBJbAfK4zMcbfI32pQz5,
