order-no,order-status,shipping-status,rma-number,rma-status,return-date,refund-amount,stripe-charge-id,paypal-transaction-id
AG-US-00856024,RETURN,SHIPPED,201776,Refunded,8/3/2019 2:17 am,118,ch_1Ee4ffJbAfK4zMcbMeVBEeLK,
AG-US-00857758,RETURN,SHIPPED,201778,Refunded,8/3/2019 2:17 am,118,ch_1Efe9DJbAfK4zMcbMDZFt6id,
AG-US-00859175,RETURN,SHIPPED,201818,Refunded,8/3/2019 2:20 am,118,ch_1Eh0KVJbAfK4zMcbGqDSAZFZ,
AG-US-00860373,RETURN,SHIPPED,201844,Refunded,8/3/2019 2:22 am,118,ch_1Ei02vJbAfK4zMcbB6ArdUp6,
AG-US-00804672,RETURN,SHIPPED,201755,Refunded,8/3/2019 2:16 am,116.91,ch_1DyoZPJbAfK4zMcb9f6V2gH6,
AG-US-00773023,RETURN,SHIPPED,201698,Refunded,8/3/2019 2:12 am,116.37,ch_1DgZX3JbAfK4zMcbfLZh4ewi,
AG-US-00867216,RETURN,SHIPPED,201741,Refunded,8/3/2019 2:15 am,115.6,ch_1EpEvMJbAfK4zMcb4nmorwCH,
AG-US-00848538,RETURN,SHIPPED,201705,Refunded,8/3/2019 2:12 am,109.58,,4H562131RP679153R
AG-US-00858130,RETURN,SHIPPED,201779,Refunded,8/3/2019 2:17 am,108.32,ch_1EfzzhJbAfK4zMcb9sOOWZQ9,
AG-US-00780871,RETURN,SHIPPED,201700,Refunded,8/3/2019 2:12 am,108,ch_1DiJP3JbAfK4zMcbMVB2QfWs,
AG-US-00809173,RETURN,SHIPPED,201756,Refunded,8/3/2019 2:16 am,108,ch_1E2YIKJbAfK4zMcbvwfGmBy7,
AG-US-00868173,RETURN,SHIPPED,201750,Refunded,8/3/2019 2:15 am,106.09,,2TC39051DJ4249934
AG-US-00844045,RETURN,SHIPPED,201703,Refunded,8/3/2019 2:12 am,105.6,ch_1ETxAvJbAfK4zMcbMq7VIKCF,
AG-US-00849489,RETURN,SHIPPED,201707,Refunded,8/3/2019 2:12 am,102.93,ch_1EYxPvJbAfK4zMcbTt6I8SN1,
AG-US-00856947,RETURN,SHIPPED,201714,Refunded,8/3/2019 2:13 am,100.3,,1P675811DR802081Y
AG-US-00858608,RETURN,SHIPPED,201720,Refunded,8/3/2019 2:13 am,100.3,ch_1EgON2JbAfK4zMcbP6K9gJ90,
AG-US-00844141,RETURN,SHIPPED,201726,Refunded,8/3/2019 2:14 am,100.3,ch_1EU36CJbAfK4zMcbbnpqVzO9,
AG-US-00846054,RETURN,SHIPPED,201727,Refunded,8/3/2019 2:14 am,100.3,ch_1EVJqgJbAfK4zMcbioaSob6V,
AG-US-00846314,RETURN,SHIPPED,201728,Refunded,8/3/2019 2:14 am,100.3,,319898876X489944W
AG-US-00838865,RETURN,SHIPPED,201729,Refunded,8/3/2019 2:14 am,100.3,,13733878VH924410N
AG-US-00859138,RETURN,SHIPPED,201721,Refunded,8/3/2019 2:14 am,100,ch_1EgyBtJbAfK4zMcbksfPV6LD,
AG-US-00855448,RETURN,SHIPPED,201712,Refunded,8/3/2019 2:13 am,98,ch_1EdezKJbAfK4zMcbjl7AI4EB,
AG-US-00849330,RETURN,SHIPPED,201706,Refunded,8/3/2019 2:12 am,95.7,,4R644148CD176022G
AG-US-00840684,RETURN,SHIPPED,201724,Refunded,8/3/2019 2:14 am,94.4,ch_1EQyhLJbAfK4zMcbYwr9xzs8,
AG-US-00865282,RETURN,SHIPPED,201737,Refunded,8/3/2019 2:15 am,91.8,ch_1Emlh6JbAfK4zMcbxZcWXtgu,
AG-US-00864025,RETURN,SHIPPED,201735,Refunded,8/3/2019 2:14 am,88,,7CF06824JV630481R
AG-US-00858068,RETURN,SHIPPED,201718,Refunded,8/3/2019 2:13 am,83.3,ch_1EftaxJbAfK4zMcbjKrDXUcW,
AG-US-00778019,RETURN,SHIPPED,201699,Refunded,8/3/2019 2:12 am,81,ch_1DhUl5JbAfK4zMcbs1DlxbYg,
AG-US-00862620,RETURN,SHIPPED,201731,Refunded,8/3/2019 2:14 am,80.6,ch_1EkAHyJbAfK4zMcbWHKoXt2W,
AG-US-00868457,RETURN,SHIPPED,201753,Refunded,8/3/2019 2:16 am,76.33,ch_1ErbHyJbAfK4zMcbpZ9AVSVG,
AG-US-00843313,RETURN,SHIPPED,201702,Refunded,8/3/2019 2:12 am,75.6,ch_1ETGX2JbAfK4zMcb5yQEmS3e,
AG-US-00865513,RETURN,SHIPPED,201738,Refunded,8/3/2019 2:15 am,74.8,ch_1EmvXtJbAfK4zMcbdtOgRL4t,
AG-US-00857758,RETURN,SHIPPED,201716,Refunded,8/3/2019 2:13 am,68,ch_1Efe9DJbAfK4zMcbMDZFt6id,
AG-US-00864323,RETURN,SHIPPED,201736,Refunded,8/3/2019 2:14 am,68,,59732485F94003641
AG-US-00867147,RETURN,SHIPPED,201740,Refunded,8/3/2019 2:15 am,68,ch_1EozuQJbAfK4zMcbhUjcnTfZ,
AG-US-00867514,RETURN,SHIPPED,201744,Refunded,8/3/2019 2:15 am,68,,4UB60017X59704012
AG-US-00868029,RETURN,SHIPPED,201748,Refunded,8/3/2019 2:15 am,68,,59L48914F9523751W
AG-US-00868305,RETURN,SHIPPED,201751,Refunded,8/3/2019 2:16 am,63.15,ch_1Eqs3EJbAfK4zMcbtQRVEDeA,
AG-US-00849989,RETURN,SHIPPED,201708,Refunded,8/3/2019 2:13 am,58.86,ch_1EZOzDJbAfK4zMcbQg5AQQoz,
AG-US-00866595,RETURN,SHIPPED,201739,Refunded,8/3/2019 2:15 am,57.8,,53G45450R3118660G
AG-US-00868264,RETURN,SHIPPED,201752,Refunded,8/3/2019 2:16 am,57.65,,5GD22977N86306208
AG-US-00852046,RETURN,SHIPPED,201711,Refunded,8/3/2019 2:13 am,54,ch_1EavisJbAfK4zMcbcScgUSTc,
AG-US-00863144,RETURN,SHIPPED,201732,Refunded,8/3/2019 2:14 am,48,ch_1EkfNEJbAfK4zMcbfftkZZHi,
AG-US-00844332,RETURN,SHIPPED,201704,Refunded,8/3/2019 2:12 am,33.29,ch_1EUEv4JbAfK4zMcbhFud9Hm8,
AG-US-00859801,RETURN,SHIPPED,201723,Refunded,8/3/2019 2:14 am,26,ch_1EhOe9JbAfK4zMcbJ5mEoQtj,
AG-US-00859164,RETURN,SHIPPED,201722,Refunded,8/3/2019 2:14 am,23,ch_1EgzeuJbAfK4zMcbsf0u5nyO,
