order-no,order-status,shipping-status,rma-number,rma-status,return-date,refund-amount,stripe-charge-id,paypal-transaction-id
AG-US-00863242,RETURN,SHIPPED,200717,Refunded,7/22/2019 10:55 am,94.82,ch_1Ekj55JbAfK4zMcbIefPc1ep,
AG-US-00868395,RETURN,SHIPPED,200785,Refunded,7/22/2019 11:00 am,94.82,ch_1ErHjeJbAfK4zMcbgiP3PlE3,
AG-US-00865087,RETURN,SHIPPED,200735,Refunded,7/22/2019 10:56 am,91.8,,54A79173D1213645U
AG-US-00866534,RETURN,SHIPPED,200751,Refunded,7/22/2019 10:57 am,91.8,ch_1EoGtJJbAfK4zMcbpHa8Hch0,
AG-US-00861644,RETURN,SHIPPED,200709,Refunded,7/22/2019 10:54 am,89.76,ch_1EjJfTJbAfK4zMcbyoemzoj7,
AG-US-00857883,RETURN,SHIPPED,200696,Refunded,7/22/2019 10:53 am,88,ch_1EfoBFJbAfK4zMcb3QFBI0lz,
AG-US-00861062,RETURN,SHIPPED,200705,Refunded,7/22/2019 10:54 am,88,,7PN58390EE254835N
AG-US-00865623,RETURN,SHIPPED,200739,Refunded,7/22/2019 10:56 am,88,,83H98261BY258312C
AG-US-00866784,RETURN,SHIPPED,200754,Refunded,7/22/2019 10:57 am,88,ch_1EodO9JbAfK4zMcbA8R4HsSA,
AG-US-00863966,RETURN,SHIPPED,200722,Refunded,7/22/2019 10:55 am,86.4,,1C952980DA9367228
AG-US-00785501,RETURN,SHIPPED,200733,Refunded,7/22/2019 10:56 am,86.4,,3S997638N8127154K
AG-US-00854507,RETURN,SHIPPED,200690,Refunded,7/22/2019 10:53 am,84.63,ch_1EchOaJbAfK4zMcbGpH4pvg7,
AG-US-00862028,RETURN,SHIPPED,200711,Refunded,7/22/2019 10:54 am,83.75,,9VL5110290432082F
AG-US-00864809,RETURN,SHIPPED,200729,Refunded,7/22/2019 10:55 am,83.74,ch_1EmLgcJbAfK4zMcbL4Y08z12,
AG-US-00860853,RETURN,SHIPPED,200704,Refunded,7/22/2019 10:54 am,83.66,ch_1EiXn4JbAfK4zMcbCjnTGHjC,
AG-US-00772998,RETURN,SHIPPED,200731,Refunded,7/22/2019 10:56 am,82.4,ch_1DgZR1JbAfK4zMcbthgTKxo0,
AG-US-00861565,RETURN,SHIPPED,200708,Refunded,7/22/2019 10:54 am,78,ch_1EjDSaJbAfK4zMcbwJr4654X,
AG-US-00863846,RETURN,SHIPPED,200721,Refunded,7/22/2019 10:55 am,78,,9NL06428BR347354K
AG-US-00867879,RETURN,SHIPPED,200776,Refunded,7/22/2019 10:59 am,78,,724365064R011180P
AG-US-00867518,RETURN,SHIPPED,200766,Refunded,7/22/2019 10:58 am,74.87,ch_1EpQWcJbAfK4zMcbPNCU5LPY,
AG-US-00868018,RETURN,SHIPPED,200778,Refunded,7/22/2019 10:59 am,74.8,,66069761DH129070R
AG-US-00866393,RETURN,SHIPPED,200749,Refunded,7/22/2019 10:57 am,74.63,ch_1EoArhJbAfK4zMcbdUADIzt2,
AG-US-00841018,RETURN,SHIPPED,200679,Refunded,7/22/2019 10:52 am,74.29,ch_1ERCKRJbAfK4zMcbQ80UGCK9,
AG-US-00855199,RETURN,SHIPPED,200691,Refunded,7/22/2019 10:53 am,73.78,ch_1EdMPqJbAfK4zMcb4hoh51xQ,
AG-US-00867484,RETURN,SHIPPED,200769,Refunded,7/22/2019 10:59 am,73.27,ch_1EpeNVJbAfK4zMcbFYjZ6ofw,
AG-US-00864633,RETURN,SHIPPED,200727,Refunded,7/22/2019 10:55 am,73,ch_1EmDsuJbAfK4zMcbXwjViRRR,
AG-US-00857337,RETURN,SHIPPED,200694,Refunded,7/22/2019 10:53 am,71.78,ch_1EfIzsJbAfK4zMcbeMU651d2,
AG-US-00848580,RETURN,SHIPPED,200682,Refunded,7/22/2019 10:52 am,68,,0DU127360L222701A
AG-US-00851717,RETURN,SHIPPED,200683,Refunded,7/22/2019 10:52 am,68,,1EM37239AH0997540
AG-US-00858126,RETURN,SHIPPED,200697,Refunded,7/22/2019 10:53 am,68,ch_1EfzuPJbAfK4zMcbwolBNTRY,
AG-US-00859432,RETURN,SHIPPED,200700,Refunded,7/22/2019 10:53 am,68,ch_1Eh6VpJbAfK4zMcb6OQijyrZ,
AG-US-00865051,RETURN,SHIPPED,200734,Refunded,7/22/2019 10:56 am,68,ch_1EmVmLJbAfK4zMcb24pEg8xW,
AG-US-00866086,RETURN,SHIPPED,200746,Refunded,7/22/2019 10:57 am,68,ch_1EnsmFJbAfK4zMcbhwSVJCpY,
AG-US-00866908,RETURN,SHIPPED,200755,Refunded,7/22/2019 10:57 am,68,ch_1EofhEJbAfK4zMcb0qiydw5K,
AG-US-00867419,RETURN,SHIPPED,200765,Refunded,7/22/2019 10:58 am,68,,2ED09485138159840
AG-US-00867539,RETURN,SHIPPED,200767,Refunded,7/22/2019 10:58 am,68,,517769763K383000G
AG-US-00868324,RETURN,SHIPPED,200781,Refunded,7/22/2019 11:00 am,68,ch_1Er2o8JbAfK4zMcbYWdlWuoB,
AG-US-00868265,RETURN,SHIPPED,200783,Refunded,7/22/2019 11:00 am,68,ch_1Er9teJbAfK4zMcb4XffYvvV,
AG-US-00867794,RETURN,SHIPPED,200774,Refunded,7/22/2019 10:59 am,66.67,ch_1Eq33YJbAfK4zMcbNX1fE8Vl,
AG-US-00851726,RETURN,SHIPPED,200684,Refunded,7/22/2019 10:52 am,66.3,ch_1Eabk6JbAfK4zMcblsRQ3TOL,
AG-US-00859559,RETURN,SHIPPED,200702,Refunded,7/22/2019 10:53 am,63.29,ch_1EhHyOJbAfK4zMcbVVBrCN7z,
AG-US-00867130,RETURN,SHIPPED,200757,Refunded,7/22/2019 10:58 am,63.15,ch_1EoxZuJbAfK4zMcbAbuJ48N8,
AG-US-00865837,RETURN,SHIPPED,200742,Refunded,7/22/2019 10:56 am,62.36,ch_1EnRvQJbAfK4zMcbl7dhQdIn,
AG-US-00858540,RETURN,SHIPPED,200698,Refunded,7/22/2019 10:53 am,57.8,,8WK20706CJ3081258
AG-US-00861081,RETURN,SHIPPED,200706,Refunded,7/22/2019 10:54 am,57.8,,11P30412NY169672S
AG-US-00865314,RETURN,SHIPPED,200736,Refunded,7/22/2019 10:56 am,57.8,ch_1EmiflJbAfK4zMcbc5WEkvvZ,
AG-US-00868235,RETURN,SHIPPED,200782,Refunded,7/22/2019 11:00 am,57.8,ch_1Er4DSJbAfK4zMcbYFTxPTRi,
AG-US-00852295,RETURN,SHIPPED,200685,Refunded,7/22/2019 10:52 am,54,,8N655010V78109445
AG-US-00863074,RETURN,SHIPPED,200716,Refunded,7/22/2019 10:55 am,54,,26D426671A586445M
AG-US-00866635,RETURN,SHIPPED,200752,Refunded,7/22/2019 10:57 am,54,,0HD41046U09235245
AG-US-00865669,RETURN,SHIPPED,200740,Refunded,7/22/2019 10:56 am,48,ch_1EnBOJJbAfK4zMcbHQAnFQkc,
AG-US-00863553,RETURN,SHIPPED,200719,Refunded,7/22/2019 10:55 am,46,ch_1ElGc3JbAfK4zMcbXvpBhkd0,
AG-US-00867883,RETURN,SHIPPED,200777,Refunded,7/22/2019 10:59 am,46,ch_1EqMEaJbAfK4zMcbgmeXcGy4,
AG-US-00865861,RETURN,SHIPPED,200743,Refunded,7/22/2019 10:57 am,41.14,,8HV80400FD2524228
AG-US-00864702,RETURN,SHIPPED,200726,Refunded,7/22/2019 10:55 am,38,ch_1EmBACJbAfK4zMcbxDoXhwX8,
AG-US-00868444,RETURN,SHIPPED,200787,Refunded,7/22/2019 11:00 am,38,ch_1ErY9gJbAfK4zMcbjWdDjmtF,
AG-US-00866780,RETURN,SHIPPED,200753,Refunded,7/22/2019 10:57 am,34,,5W12785234691274G
AG-US-00862074,RETURN,SHIPPED,200712,Refunded,7/22/2019 10:54 am,23.8,ch_1EjdqPJbAfK4zMcbafG2du5L,
AG-US-00865763,RETURN,SHIPPED,200741,Refunded,7/22/2019 10:56 am,16,ch_1EnE65JbAfK4zMcb5V51C5wD,
