order-no,order-status,shipping-status,rma-number,rma-status,return-date,refund-amount,stripe-charge-id,paypal-transaction-id
AG-US-00861405,RETURN,SHIPPED,200595,Refunded,7/20/2019 2:14 AM,100.52,ch_1Ej7GFJbAfK4zMcblqewHJ4g,
AG-US-00849163,RETURN,SHIPPED,200575,Refunded,7/20/2019 2:13 AM,100.3,ch_1EYVr1JbAfK4zMcbCDqF6TIj,
AG-US-00852968,RETURN,SHIPPED,200578,Refunded,7/20/2019 2:13 AM,100.3,,
AG-US-00850550,RETURN,SHIPPED,200632,Refunded,7/20/2019 2:17 AM,100.3,ch_1EZq51JbAfK4zMcbb6YdKxKW,
AG-US-00852797,RETURN,SHIPPED,200633,Refunded,7/20/2019 2:17 AM,100.3,ch_1EbVtuJbAfK4zMcbvxBDuF4T,
AG-US-00860425,RETURN,SHIPPED,200589,Refunded,7/20/2019 2:14 AM,100,ch_1Ei3e4JbAfK4zMcb9FqSChh4,
AG-US-00861030,RETURN,SHIPPED,200591,Refunded,7/20/2019 2:14 AM,100,ch_1EilrCJbAfK4zMcbie6ApmM4,
AG-US-00864078,RETURN,SHIPPED,200610,Refunded,7/20/2019 2:15 AM,100,ch_1EljxUJbAfK4zMcb9H8Q12PC,
AG-US-00862248,RETURN,SHIPPED,200602,Refunded,7/20/2019 2:15 AM,98,ch_1EjohiJbAfK4zMcbZLwMm5Dd,
AG-US-00848645,RETURN,SHIPPED,200573,Refunded,7/20/2019 2:13 AM,94.4,ch_1EXurrJbAfK4zMcb38HeUTdi,
AG-US-00865440,RETURN,SHIPPED,200617,Refunded,7/20/2019 2:16 AM,91.8,ch_1Emu4XJbAfK4zMcbQgodByZk,
AG-US-00772956,RETURN,SHIPPED,200662,Refunded,7/20/2019 2:19 AM,91.8,ch_1DgZfAJbAfK4zMcbJ7cbz5AO,
AG-US-00859222,RETURN,SHIPPED,200586,Refunded,7/20/2019 2:14 AM,88.4,ch_1EgzICJbAfK4zMcb9ZGnWjLo,
AG-US-00862447,RETURN,SHIPPED,200603,Refunded,7/20/2019 2:15 AM,88,ch_1EjvTMJbAfK4zMcbEkkmNmD8,
AG-US-00867689,RETURN,SHIPPED,200664,Refunded,7/20/2019 2:19 AM,88,ch_1Eq1zqJbAfK4zMcbr0bMsY5m,
AG-US-00866590,RETURN,SHIPPED,200625,Refunded,7/20/2019 2:16 AM,85.41,ch_1EoOscJbAfK4zMcbfY1OA6qs,
AG-US-00863003,RETURN,SHIPPED,200605,Refunded,7/20/2019 2:15 AM,83.85,ch_1EkXiPJbAfK4zMcbwlJdBAqW,
AG-US-00866005,RETURN,SHIPPED,200620,Refunded,7/20/2019 2:16 AM,78,ch_1EnZINJbAfK4zMcbSymrAA5t,
AG-US-00868090,RETURN,SHIPPED,200647,Refunded,7/20/2019 2:18 AM,78,ch_1Eqm3kJbAfK4zMcbtSlvVc2i,
AG-US-00866902,RETURN,SHIPPED,200629,Refunded,7/20/2019 2:17 AM,74.8,,
AG-US-00864012,RETURN,SHIPPED,200608,Refunded,7/20/2019 2:15 AM,74.35,ch_1ElejSJbAfK4zMcbMfJHiOcX,
AG-US-00864017,RETURN,SHIPPED,200609,Refunded,7/20/2019 2:15 AM,73.27,ch_1ElfIMJbAfK4zMcbx0hSh4Fl,
AG-US-00866214,RETURN,SHIPPED,200621,Refunded,7/20/2019 2:16 AM,72.93,,
AG-US-00853723,RETURN,SHIPPED,200580,Refunded,7/20/2019 2:13 AM,68,,
AG-US-00859923,RETURN,SHIPPED,200587,Refunded,7/20/2019 2:14 AM,68,,
AG-US-00861189,RETURN,SHIPPED,200594,Refunded,7/20/2019 2:14 AM,68,,
AG-US-00861664,RETURN,SHIPPED,200598,Refunded,7/20/2019 2:14 AM,68,ch_1EjQUnJbAfK4zMcbxauqk2ci,
AG-US-00861963,RETURN,SHIPPED,200600,Refunded,7/20/2019 2:15 AM,68,ch_1EjZ8bJbAfK4zMcbNgJU0T83,
AG-US-00865701,RETURN,SHIPPED,200618,Refunded,7/20/2019 2:16 AM,68,ch_1En70YJbAfK4zMcbbReijnFU,
AG-US-00867393,RETURN,SHIPPED,200635,Refunded,7/20/2019 2:17 AM,68,ch_1EpMWJJbAfK4zMcbYz2VC7mN,
AG-US-00867417,RETURN,SHIPPED,200636,Refunded,7/20/2019 2:17 AM,68,ch_1EpPfzJbAfK4zMcbxR3gmzHo,
AG-US-00867513,RETURN,SHIPPED,200637,Refunded,7/20/2019 2:17 AM,68,,
AG-US-00867454,RETURN,SHIPPED,200640,Refunded,7/20/2019 2:17 AM,68,ch_1EpYuFJbAfK4zMcbf6EZfGei,
AG-US-00868382,RETURN,SHIPPED,200649,Refunded,7/20/2019 2:18 AM,66.3,,
AG-US-00861406,RETURN,SHIPPED,200596,Refunded,7/20/2019 2:14 AM,62.4,,
AG-US-00867775,RETURN,SHIPPED,200644,Refunded,7/20/2019 2:17 AM,58,ch_1Eq2DLJbAfK4zMcbbHwgUqA2,
AG-US-00852297,RETURN,SHIPPED,200576,Refunded,7/20/2019 2:13 AM,57.8,ch_1Eb7LkJbAfK4zMcbrZLZIu0z,
AG-US-00853018,RETURN,SHIPPED,200579,Refunded,7/20/2019 2:13 AM,57.8,ch_1Ebfl1JbAfK4zMcbiLCbGY9t,
AG-US-00863885,RETURN,SHIPPED,200607,Refunded,7/20/2019 2:15 AM,57.8,ch_1EldC7JbAfK4zMcbE1hDXsbq,
AG-US-00864326,RETURN,SHIPPED,200612,Refunded,7/20/2019 2:15 AM,57.8,ch_1ElwmRJbAfK4zMcbSsiRHZCG,
AG-US-00866334,RETURN,SHIPPED,200623,Refunded,7/20/2019 2:16 AM,57.8,ch_1EnyChJbAfK4zMcb12IU2u0U,
AG-US-00866645,RETURN,SHIPPED,200627,Refunded,7/20/2019 2:16 AM,57.8,,
AG-US-00856957,RETURN,SHIPPED,200582,Refunded,7/20/2019 2:14 AM,54,ch_1EewhBJbAfK4zMcbH3y3DRpZ,
AG-US-00861899,RETURN,SHIPPED,200599,Refunded,7/20/2019 2:14 AM,54,ch_1EjTpZJbAfK4zMcbjB2s6uKJ,
AG-US-00860177,RETURN,SHIPPED,200588,Refunded,7/20/2019 2:14 AM,48,ch_1EhlkeJbAfK4zMcbTeaRBH3g,
AG-US-00854459,RETURN,SHIPPED,200581,Refunded,7/20/2019 2:13 AM,46,,
AG-US-00861114,RETURN,SHIPPED,200592,Refunded,7/20/2019 2:14 AM,45.9,ch_1EilkCJbAfK4zMcbOFVu7s31,
AG-US-00865870,RETURN,SHIPPED,200619,Refunded,7/20/2019 2:16 AM,45.9,,
AG-US-00863809,RETURN,SHIPPED,200606,Refunded,7/20/2019 2:15 AM,35.34,ch_1ElLEuJbAfK4zMcbtEvETmL1,
AG-US-00829432,RETURN,SHIPPED,200564,Refunded,7/20/2019 2:12 AM,28,ch_1EHWhbJbAfK4zMcbnwItcVib,
AG-US-00838624,RETURN,SHIPPED,200566,Refunded,7/20/2019 2:12 AM,28,ch_1EPAyYJbAfK4zMcbssR0BYWD,
AG-US-00864083,RETURN,SHIPPED,200611,Refunded,7/20/2019 2:15 AM,23.8,ch_1ElkXoJbAfK4zMcb51BWe7DH,
