order-no,order-status,shipping-status,rma-number,rma-status,return-date,refund-amount,stripe-charge-id,paypal-transaction-id
AG-US-00856778,RETURN,SHIPPED,200897,Refunded,7/24/2019 2:29 pm,494,ch_1EeqkIJbAfK4zMcb6JchkOZB,
AG-US-00867367,RETURN,SHIPPED,200929,Refunded,7/24/2019 2:31 pm,474.68,ch_1EpK5oJbAfK4zMcbM5z5fKQS,
AG-US-00859894,RETURN,SHIPPED,200903,Refunded,7/24/2019 2:29 pm,452,ch_1EhR9EJbAfK4zMcbqrdkWx0d,
AG-US-00866193,RETURN,SHIPPED,200920,Refunded,7/24/2019 2:31 pm,344,ch_1EntF1JbAfK4zMcblBZE5ueW,
AG-US-00867721,RETURN,SHIPPED,200933,Refunded,7/24/2019 2:31 pm,292,,1G883830NF705445T
AG-US-00868163,RETURN,SHIPPED,200943,Refunded,7/24/2019 2:32 pm,284,ch_1Eqk6eJbAfK4zMcbVkaquj2m,
AG-US-00849653,RETURN,SHIPPED,200924,Refunded,7/24/2019 2:31 pm,236,,1SD13046H22899410
AG-US-00862485,RETURN,SHIPPED,200908,Refunded,7/24/2019 2:30 pm,226.1,ch_1EjztdJbAfK4zMcbLkOx3DLW,
AG-US-00862760,RETURN,SHIPPED,200909,Refunded,7/24/2019 2:30 pm,217.6,ch_1EkK4OJbAfK4zMcbHzqb0ERY,
AG-US-00864493,RETURN,SHIPPED,200914,Refunded,7/24/2019 2:30 pm,170.43,ch_1Em26pJbAfK4zMcbWnWQ4JID,
AG-US-00867453,RETURN,SHIPPED,200931,Refunded,7/24/2019 2:31 pm,166.04,ch_1EpYgbJbAfK4zMcbgqRJcBsm,
AG-US-00868393,RETURN,SHIPPED,200949,Refunded,7/24/2019 2:32 pm,159.51,ch_1ErG2hJbAfK4zMcbPFfwGsje,
AG-US-00868369,RETURN,SHIPPED,200948,Refunded,7/24/2019 2:32 pm,157.67,,45N66561DX7047822
AG-US-00844965,RETURN,SHIPPED,200892,Refunded,7/24/2019 2:29 pm,138,ch_1EUMvUJbAfK4zMcbyxsdrsiY,
AG-US-00865926,RETURN,SHIPPED,200919,Refunded,7/24/2019 2:30 pm,136,ch_1EnS9ZJbAfK4zMcbNSYz2bJ4,
AG-US-00863630,RETURN,SHIPPED,200910,Refunded,7/24/2019 2:30 pm,134.34,ch_1ElHwiJbAfK4zMcbuQLvb0h2,
AG-US-00858980,RETURN,SHIPPED,200902,Refunded,7/24/2019 2:29 pm,132.6,ch_1EgvtdJbAfK4zMcbzYUhkV2I,
AG-US-00867953,RETURN,SHIPPED,200940,Refunded,7/24/2019 2:32 pm,124,,1VL96496EX493740F
AG-US-00866722,RETURN,SHIPPED,200922,Refunded,7/24/2019 2:31 pm,122,ch_1EoXnWJbAfK4zMcbsvikhgRo,
AG-US-00852008,RETURN,SHIPPED,200894,Refunded,7/24/2019 2:29 pm,118,ch_1EarMtJbAfK4zMcb116MVSoM,
AG-US-00852512,RETURN,SHIPPED,200895,Refunded,7/24/2019 2:29 pm,118,ch_1EbF3vJbAfK4zMcbzDYUzQiy,
AG-US-00857486,RETURN,SHIPPED,200899,Refunded,7/24/2019 2:29 pm,118,,4XC19001BV225992Y
AG-US-00849846,RETURN,SHIPPED,200907,Refunded,7/24/2019 2:30 pm,118,ch_1EZIvQJbAfK4zMcbs2pz2f8O,
AG-US-00856494,RETURN,SHIPPED,200973,Refunded,7/24/2019 2:34 pm,118,ch_1EeWpTJbAfK4zMcbKSPuJys6,
AG-US-00804571,RETURN,SHIPPED,200885,Refunded,7/24/2019 2:28 pm,117.72,ch_1Dyk5zJbAfK4zMcbSPgsqqU8,
AG-US-00774986,RETURN,SHIPPED,200957,Refunded,7/24/2019 2:33 pm,117.59,ch_1DgwtQJbAfK4zMcbGPWigyNZ,
AG-US-00867369,RETURN,SHIPPED,200930,Refunded,7/24/2019 2:31 pm,116.91,,6FW92581KV151674N
AG-US-00852995,RETURN,SHIPPED,200896,Refunded,7/24/2019 2:29 pm,116.37,,9E687273F7505411K
AG-US-00868242,RETURN,SHIPPED,200944,Refunded,7/24/2019 2:32 pm,114.48,ch_1Er60RJbAfK4zMcbPiUaIk6V,
AG-US-00824241,RETURN,SHIPPED,200888,Refunded,7/24/2019 2:28 pm,109.33,,1XF99422GT6404100
AG-US-00864726,RETURN,SHIPPED,200916,Refunded,7/24/2019 2:30 pm,109,ch_1EmGrHJbAfK4zMcblh6P8eY9,
AG-US-00773448,RETURN,SHIPPED,200883,Refunded,7/24/2019 2:28 pm,108,ch_1DgbgzJbAfK4zMcbm4I8uccS,
AG-US-00776903,RETURN,SHIPPED,200884,Refunded,7/24/2019 2:28 pm,108,,4R453688FN5170608
AG-US-00828348,RETURN,SHIPPED,200887,Refunded,7/24/2019 2:28 pm,108,ch_1EGVARJbAfK4zMcbUFfXSpsP,
AG-US-00814586,RETURN,SHIPPED,200932,Refunded,7/24/2019 2:31 pm,108,ch_1E74obJbAfK4zMcbUe8pSS2v,
AG-US-00781572,RETURN,SHIPPED,200956,Refunded,7/24/2019 2:33 pm,108,ch_1DiUlBJbAfK4zMcb5ysdmWHy,
