order-no,order-status,shipping-status,rma-number,rma-status,return-date,refund-amount,stripe-charge-id,paypal-transaction-id
AG-US-00854528,RETURN,SHIPPED,200972,Refunded,7/24/2019 2:34 pm,105.38,,4CL87548GW0317849
AG-US-00824696,RETURN,SHIPPED,200889,Refunded,7/24/2019 2:28 pm,100.3,ch_1EDd7OJbAfK4zMcbgsUYqoKA,
AG-US-00826635,RETURN,SHIPPED,200890,Refunded,7/24/2019 2:28 pm,100.3,ch_1EF9FLJbAfK4zMcbX09qb8Tl,
AG-US-00834166,RETURN,SHIPPED,200891,Refunded,7/24/2019 2:28 pm,100.3,ch_1ELHFqJbAfK4zMcbiVMeKmMV,
AG-US-00864886,RETURN,SHIPPED,200917,Refunded,7/24/2019 2:30 pm,99.83,,9JY04314NN672484R
AG-US-00868534,RETURN,SHIPPED,200950,Refunded,7/24/2019 2:32 pm,98,ch_1ErUgsJbAfK4zMcbwbDZFI0n,
AG-US-00865811,RETURN,SHIPPED,200918,Refunded,7/24/2019 2:30 pm,95.48,ch_1EnIGAJbAfK4zMcbzNoc7GbQ,
AG-US-00868345,RETURN,SHIPPED,200945,Refunded,7/24/2019 2:32 pm,95.48,ch_1Er7SOJbAfK4zMcbveuxSKCO,
AG-US-00860276,RETURN,SHIPPED,200904,Refunded,7/24/2019 2:29 pm,94.82,,3HU11919TB789410Y
AG-US-00824582,RETURN,SHIPPED,200886,Refunded,7/24/2019 2:28 pm,91.8,ch_1EDbsDJbAfK4zMcbvru19Aha,
AG-US-00863861,RETURN,SHIPPED,200911,Refunded,7/24/2019 2:30 pm,88.4,ch_1ElXdfJbAfK4zMcbEhrfW6ge,
AG-US-00868351,RETURN,SHIPPED,200946,Refunded,7/24/2019 2:32 pm,88,ch_1Er86BJbAfK4zMcbyYx40UZn,
AG-US-00860849,RETURN,SHIPPED,200905,Refunded,7/24/2019 2:29 pm,85.22,ch_1EiXUvJbAfK4zMcbBlLvVGfG,
AG-US-00867654,RETURN,SHIPPED,200934,Refunded,7/24/2019 2:31 pm,78,ch_1EpxGfJbAfK4zMcbvjiYCY04,
AG-US-00867680,RETURN,SHIPPED,200936,Refunded,7/24/2019 2:32 pm,78,,7JB892931C558671M
AG-US-00868070,RETURN,SHIPPED,200942,Refunded,7/24/2019 2:32 pm,78,,5C080774RY373164U
AG-US-00867667,RETURN,SHIPPED,200935,Refunded,7/24/2019 2:31 pm,74.12,ch_1EpykLJbAfK4zMcbHbYbbY7a,
AG-US-00867783,RETURN,SHIPPED,200937,Refunded,7/24/2019 2:32 pm,73.78,ch_1Eq3bUJbAfK4zMcbZVr09S9p,
AG-US-00849463,RETURN,SHIPPED,200893,Refunded,7/24/2019 2:29 pm,68,,15278784EP0953247
AG-US-00858511,RETURN,SHIPPED,200901,Refunded,7/24/2019 2:29 pm,68,ch_1EgLKrJbAfK4zMcbPQ2ctQ61,
AG-US-00861765,RETURN,SHIPPED,200906,Refunded,7/24/2019 2:29 pm,68,ch_1EjRdaJbAfK4zMcba9jpLott,
AG-US-00864072,RETURN,SHIPPED,200912,Refunded,7/24/2019 2:30 pm,68,ch_1EljcnJbAfK4zMcbEk4D4yui,
AG-US-00864179,RETURN,SHIPPED,200913,Refunded,7/24/2019 2:30 pm,68,,5PN64848G8461504G
AG-US-00864543,RETURN,SHIPPED,200915,Refunded,7/24/2019 2:30 pm,68,ch_1Em5xiJbAfK4zMcbOJFHP4rb,
AG-US-00866440,RETURN,SHIPPED,200921,Refunded,7/24/2019 2:31 pm,68,,8BD06505EU636544R
AG-US-00867004,RETURN,SHIPPED,200926,Refunded,7/24/2019 2:31 pm,68,,7EF64454DC6302456
AG-US-00867989,RETURN,SHIPPED,200941,Refunded,7/24/2019 2:32 pm,68,,7SV8260923833940W
AG-US-00868540,RETURN,SHIPPED,200951,Refunded,7/24/2019 2:32 pm,68,ch_1ErXL6JbAfK4zMcbobNTkKH7,
AG-US-00856954,RETURN,SHIPPED,200898,Refunded,7/24/2019 2:29 pm,66,ch_1Eewc9JbAfK4zMcbomnORjdC,
AG-US-00867844,RETURN,SHIPPED,200939,Refunded,7/24/2019 2:32 pm,58,ch_1Eq908JbAfK4zMcbPC7Hivfx,
AG-US-00866811,RETURN,SHIPPED,200923,Refunded,7/24/2019 2:31 pm,57.8,ch_1Eoeu3JbAfK4zMcbg9uyxYsK,
AG-US-00868360,RETURN,SHIPPED,200947,Refunded,7/24/2019 2:32 pm,56,ch_1Er9S0JbAfK4zMcb9NITzueS,
AG-US-00858019,RETURN,SHIPPED,200900,Refunded,7/24/2019 2:29 pm,46,ch_1EfqIDJbAfK4zMcbtztWGnXM,
AG-US-00867915,RETURN,SHIPPED,200938,Refunded,7/24/2019 2:32 pm,38,ch_1Eq8qdJbAfK4zMcb8uEQ4TSN,
AG-US-00867065,RETURN,SHIPPED,200927,Refunded,7/24/2019 2:31 pm,29.89,ch_1Ep1u7JbAfK4zMcb0aXYasQA,
AG-US-00866996,RETURN,SHIPPED,200925,Refunded,7/24/2019 2:31 pm,26.48,,9UR55856WC085753A
AG-US-00867264,RETURN,SHIPPED,200928,Refunded,7/24/2019 2:31 pm,22.08,ch_1EpJ2QJbAfK4zMcbhekgreBA,
