order-no,order-status,shipping-status,rma-number,rma-status,return-date,refund-amount,stripe-charge-id,paypal-transaction-id
AG-US-00854730,RETURN,SHIPPED,201098,Refunded,7/26/2019 9:37 am,368,ch_1EcwYtJbAfK4zMcbK5OmEw60,
AG-US-00867198,RETURN,SHIPPED,201113,Refunded,7/26/2019 9:38 am,245.67,ch_1Ep6dSJbAfK4zMcbFjtnWM7Z,
AG-US-00868508,RETURN,SHIPPED,201121,Refunded,7/26/2019 9:39 am,236.52,,3BE00740S0636372L
AG-US-00858154,RETURN,SHIPPED,201100,Refunded,7/26/2019 9:37 am,236,,2XV03414L3734525A
AG-US-00865039,RETURN,SHIPPED,201108,Refunded,7/26/2019 9:38 am,232,,3DD752865M8510805
AG-US-00868269,RETURN,SHIPPED,201120,Refunded,7/26/2019 9:39 am,230,,17T14482KN389503S
AG-US-00868334,RETURN,SHIPPED,201119,Refunded,7/26/2019 9:39 am,216,ch_1Er52qJbAfK4zMcblhxEfkN4,
AG-US-00866188,RETURN,SHIPPED,201109,Refunded,7/26/2019 9:38 am,176,ch_1Ensi4JbAfK4zMcbthYIEhah,
AG-US-00867497,RETURN,SHIPPED,201115,Refunded,7/26/2019 9:39 am,170.82,,883092650D001911Y
AG-US-00847644,RETURN,SHIPPED,201095,Refunded,7/26/2019 9:37 am,160.01,,0TY85278W88924124
AG-US-00860463,RETURN,SHIPPED,201103,Refunded,7/26/2019 9:37 am,156,ch_1Ei7hAJbAfK4zMcbepx6YRcr,
AG-US-00867125,RETURN,SHIPPED,201112,Refunded,7/26/2019 9:38 am,146.54,,0H370806AJ0599637
AG-US-00867498,RETURN,SHIPPED,201116,Refunded,7/26/2019 9:39 am,144.54,ch_1EpNHTJbAfK4zMcbc17G0ykk,
AG-US-00826939,RETURN,SHIPPED,201093,Refunded,7/26/2019 9:37 am,118,,5TX02229BH031211C
AG-US-00830251,RETURN,SHIPPED,201094,Refunded,7/26/2019 9:37 am,118,ch_1EI1GrJbAfK4zMcb16ORE52Q,
AG-US-00852149,RETURN,SHIPPED,201096,Refunded,7/26/2019 9:37 am,118,ch_1Eb2BsJbAfK4zMcbZJccNZSR,
AG-US-00852399,RETURN,SHIPPED,201097,Refunded,7/26/2019 9:37 am,118,,48234834UP8080127
AG-US-00857107,RETURN,SHIPPED,201099,Refunded,7/26/2019 9:37 am,118,,0XY07405WU020620Y
AG-US-00855413,RETURN,SHIPPED,201140,Refunded,7/26/2019 9:40 am,118,ch_1EdcF0JbAfK4zMcb8KAeS7FO,
AG-US-00864905,RETURN,SHIPPED,201107,Refunded,7/26/2019 9:38 am,117.3,,8F681824VW690864A
AG-US-00826531,RETURN,SHIPPED,201092,Refunded,7/26/2019 9:37 am,100.3,,527509553P981173L
AG-US-00858745,RETURN,SHIPPED,201102,Refunded,7/26/2019 9:37 am,100.3,ch_1EgeuCJbAfK4zMcbEPEyeiwK,
AG-US-00852583,RETURN,SHIPPED,201118,Refunded,7/26/2019 9:39 am,100.3,ch_1EbQPzJbAfK4zMcbn402nM7n,
AG-US-00857372,RETURN,SHIPPED,201141,Refunded,7/26/2019 9:40 am,100.3,ch_1EfSTnJbAfK4zMcb8n3KDtQ5,
AG-US-00859895,RETURN,SHIPPED,201142,Refunded,7/26/2019 9:40 am,100.3,,92107178U7218442A
AG-US-00866523,RETURN,SHIPPED,201110,Refunded,7/26/2019 9:38 am,98,ch_1EoEraJbAfK4zMcbdBnHLm8Y,
AG-US-00858418,RETURN,SHIPPED,201101,Refunded,7/26/2019 9:37 am,96.36,ch_1EgDP4JbAfK4zMcbWlIwAsqH,
AG-US-00867912,RETURN,SHIPPED,201117,Refunded,7/26/2019 9:39 am,69,ch_1Eq8aDJbAfK4zMcb8ZLErZof,
AG-US-00866871,RETURN,SHIPPED,201111,Refunded,7/26/2019 9:38 am,68,ch_1EoszbJbAfK4zMcbj4BXr2YD,
AG-US-00867199,RETURN,SHIPPED,201114,Refunded,7/26/2019 9:38 am,68,,2LL61631EK0940236
AG-US-00862394,RETURN,SHIPPED,201104,Refunded,7/26/2019 9:37 am,59.13,ch_1Ejr2uJbAfK4zMcbDIQewX37,
AG-US-00862910,RETURN,SHIPPED,201106,Refunded,7/26/2019 9:38 am,57.8,,3WG68566WY287040V
AG-US-00862493,RETURN,SHIPPED,201105,Refunded,7/26/2019 9:38 am,28.34,ch_1Ek0xZJbAfK4zMcbDjLU72bv,
AG-US-00824006,RETURN,SHIPPED,201146,Pending Receipt,7/26/2019 4:12 pm,236,ch_1EDCqbJbAfK4zMcbON7AkvYp,
